participant,trial_n,recip_rt_sciat_block_2,accuracy,rt,age,gender,exclude,IAT_condition,attribute_condition,recip_rt_sciat_block_1
5034407,29,1.6103059581320451,1,521,58,female,FALSE,Insects,nonword attributes,1.9193857965451055
5034407,30,1.6750418760469012,1,893,58,female,FALSE,Insects,nonword attributes,1.1198208286674132
5034407,31,2.207505518763797,1,575,58,female,FALSE,Insects,nonword attributes,1.7391304347826086
5034407,32,1.3850415512465375,1,529,58,female,FALSE,Insects,nonword attributes,1.890359168241966
5034407,33,1.8050541516245486,1,566,58,female,FALSE,Insects,nonword attributes,1.7667844522968197
5034407,34,2,0,1265,58,female,FALSE,Insects,nonword attributes,0.7905138339920948
5034407,35,1.4367816091954022,1,824,58,female,FALSE,Insects,nonword attributes,1.2135922330097086
5034407,36,1.8484288354898337,1,500,58,female,FALSE,Insects,nonword attributes,2
5034407,37,1.36986301369863,1,575,58,female,FALSE,Insects,nonword attributes,1.7391304347826086
5034407,38,1.838235294117647,1,622,58,female,FALSE,Insects,nonword attributes,1.607717041800643
5034407,39,1.763668430335097,1,587,58,female,FALSE,Insects,nonword attributes,1.7035775127768313
5034407,40,1.7921146953405018,1,767,58,female,FALSE,Insects,nonword attributes,1.303780964797914
5034407,41,1.9801980198019802,1,563,58,female,FALSE,Insects,nonword attributes,1.7761989342806395
5034407,42,1.949317738791423,1,660,58,female,FALSE,Insects,nonword attributes,1.5151515151515151
5034407,43,0.6688963210702341,1,544,58,female,FALSE,Insects,nonword attributes,1.838235294117647
5034407,44,1.834862385321101,1,532,58,female,FALSE,Insects,nonword attributes,1.8796992481203008
5034407,45,1.7985611510791366,1,451,58,female,FALSE,Insects,nonword attributes,2.2172949002217295
5034407,46,1.6835016835016836,1,568,58,female,FALSE,Insects,nonword attributes,1.7605633802816902
5034407,47,0.6734006734006734,1,504,58,female,FALSE,Insects,nonword attributes,1.9841269841269842
5034407,48,1.733102253032929,1,477,58,female,FALSE,Insects,nonword attributes,2.0964360587002098
5034407,49,2.2988505747126435,1,447,58,female,FALSE,Insects,nonword attributes,2.237136465324385
5034407,50,1.9047619047619047,1,471,58,female,FALSE,Insects,nonword attributes,2.1231422505307855
5034407,51,1.9920318725099602,1,585,58,female,FALSE,Insects,nonword attributes,1.7094017094017093
