"participant","ratings","age","gender","exclude","IAT_condition","attribute_condition"
380644,2,36,"female",FALSE,"Flowers-Chinese IAT","nonword attributes"
380644,3,36,"female",FALSE,"Flowers-Chinese IAT","nonword attributes"
380644,2,36,"female",FALSE,"Flowers-Chinese IAT","nonword attributes"
380644,4,36,"female",FALSE,"Flowers-Chinese IAT","nonword attributes"
380644,2,36,"female",FALSE,"Flowers-Chinese IAT","nonword attributes"
380644,1,36,"female",FALSE,"Flowers-Chinese IAT","nonword attributes"
1882272,5,43,"male",FALSE,"Insects-Chinese IAT","nonword attributes"
1882272,5,43,"male",FALSE,"Insects-Chinese IAT","nonword attributes"
1882272,2,43,"male",FALSE,"Insects-Chinese IAT","nonword attributes"
1882272,2,43,"male",FALSE,"Insects-Chinese IAT","nonword attributes"
1882272,6,43,"male",FALSE,"Insects-Chinese IAT","nonword attributes"
1882272,3,43,"male",FALSE,"Insects-Chinese IAT","nonword attributes"
4303807,4,45,"male",FALSE,"Insects-Chinese IAT","nonword attributes"
4303807,4,45,"male",FALSE,"Insects-Chinese IAT","nonword attributes"
4303807,4,45,"male",FALSE,"Insects-Chinese IAT","nonword attributes"
4303807,4,45,"male",FALSE,"Insects-Chinese IAT","nonword attributes"
4303807,4,45,"male",FALSE,"Insects-Chinese IAT","nonword attributes"
4303807,4,45,"male",FALSE,"Insects-Chinese IAT","nonword attributes"
5034407,6,58,"female",FALSE,"Insects-Chinese IAT","nonword attributes"
5034407,6,58,"female",FALSE,"Insects-Chinese IAT","nonword attributes"
5034407,6,58,"female",FALSE,"Insects-Chinese IAT","nonword attributes"
5034407,3,58,"female",FALSE,"Insects-Chinese IAT","nonword attributes"
5034407,5,58,"female",FALSE,"Insects-Chinese IAT","nonword attributes"
5034407,3,58,"female",FALSE,"Insects-Chinese IAT","nonword attributes"
8322462,4,25,"female",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
8322462,4,25,"female",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
8322462,4,25,"female",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
8322462,4,25,"female",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
8322462,4,25,"female",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
8322462,4,25,"female",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
8547204,4,35,"female",FALSE,"Flowers-Chinese IAT","nonword attributes"
8547204,4,35,"female",FALSE,"Flowers-Chinese IAT","nonword attributes"
8547204,5,35,"female",FALSE,"Flowers-Chinese IAT","nonword attributes"
8547204,5,35,"female",FALSE,"Flowers-Chinese IAT","nonword attributes"
8547204,6,35,"female",FALSE,"Flowers-Chinese IAT","nonword attributes"
8547204,5,35,"female",FALSE,"Flowers-Chinese IAT","nonword attributes"
10534696,4,37,"female",FALSE,"Insects-Chinese IAT","nonword attributes"
10534696,4,37,"female",FALSE,"Insects-Chinese IAT","nonword attributes"
10534696,4,37,"female",FALSE,"Insects-Chinese IAT","nonword attributes"
10534696,4,37,"female",FALSE,"Insects-Chinese IAT","nonword attributes"
10534696,4,37,"female",FALSE,"Insects-Chinese IAT","nonword attributes"
10534696,4,37,"female",FALSE,"Insects-Chinese IAT","nonword attributes"
10899483,5,28,"female",FALSE,"Flowers-Chinese IAT","nonword attributes"
10899483,5,28,"female",FALSE,"Flowers-Chinese IAT","nonword attributes"
10899483,6,28,"female",FALSE,"Flowers-Chinese IAT","nonword attributes"
10899483,6,28,"female",FALSE,"Flowers-Chinese IAT","nonword attributes"
10899483,6,28,"female",FALSE,"Flowers-Chinese IAT","nonword attributes"
10899483,6,28,"female",FALSE,"Flowers-Chinese IAT","nonword attributes"
12710550,4,62,"female",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
12710550,4,62,"female",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
12710550,4,62,"female",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
12710550,4,62,"female",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
12710550,4,62,"female",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
12710550,4,62,"female",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
17306077,3,30,"male",TRUE,"Insects-Chinese IAT","opposite valenced attributes"
17306077,5,30,"male",TRUE,"Insects-Chinese IAT","opposite valenced attributes"
17306077,2,30,"male",TRUE,"Insects-Chinese IAT","opposite valenced attributes"
17306077,3,30,"male",TRUE,"Insects-Chinese IAT","opposite valenced attributes"
17306077,5,30,"male",TRUE,"Insects-Chinese IAT","opposite valenced attributes"
17306077,6,30,"male",TRUE,"Insects-Chinese IAT","opposite valenced attributes"
20378713,4,19,"male",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
20378713,3,19,"male",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
20378713,3,19,"male",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
20378713,5,19,"male",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
20378713,5,19,"male",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
20378713,4,19,"male",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
21129657,4,39,"male",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
21129657,4,39,"male",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
21129657,5,39,"male",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
21129657,4,39,"male",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
21129657,5,39,"male",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
21129657,6,39,"male",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
21335017,5,37,"male",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
21335017,5,37,"male",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
21335017,4,37,"male",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
21335017,6,37,"male",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
21335017,5,37,"male",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
21335017,4,37,"male",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
22187609,3,27,"male",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
22187609,3,27,"male",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
22187609,3,27,"male",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
22187609,3,27,"male",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
22187609,3,27,"male",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
22187609,4,27,"male",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
22196230,4,30,"female",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
22196230,5,30,"female",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
22196230,4,30,"female",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
22196230,5,30,"female",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
22196230,5,30,"female",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
22196230,5,30,"female",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
24285217,5,48,"male",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
24285217,5,48,"male",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
24285217,3,48,"male",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
24285217,3,48,"male",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
24285217,4,48,"male",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
24285217,5,48,"male",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
24687797,4,28,"female",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
24687797,4,28,"female",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
24687797,4,28,"female",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
24687797,5,28,"female",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
24687797,5,28,"female",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
24687797,5,28,"female",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
25067771,6,29,"male",FALSE,"Flowers-Chinese IAT","nonword attributes"
25067771,5,29,"male",FALSE,"Flowers-Chinese IAT","nonword attributes"
25067771,3,29,"male",FALSE,"Flowers-Chinese IAT","nonword attributes"
25067771,4,29,"male",FALSE,"Flowers-Chinese IAT","nonword attributes"
25067771,2,29,"male",FALSE,"Flowers-Chinese IAT","nonword attributes"
25067771,5,29,"male",FALSE,"Flowers-Chinese IAT","nonword attributes"
26663115,3,54,"female",FALSE,"Flowers-Chinese IAT","nonword attributes"
26663115,5,54,"female",FALSE,"Flowers-Chinese IAT","nonword attributes"
26663115,5,54,"female",FALSE,"Flowers-Chinese IAT","nonword attributes"
26663115,3,54,"female",FALSE,"Flowers-Chinese IAT","nonword attributes"
26663115,2,54,"female",FALSE,"Flowers-Chinese IAT","nonword attributes"
26663115,6,54,"female",FALSE,"Flowers-Chinese IAT","nonword attributes"
26704522,4,22,"male",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
26704522,4,22,"male",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
26704522,4,22,"male",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
26704522,4,22,"male",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
26704522,4,22,"male",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
26704522,4,22,"male",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
30358160,4,29,"female",FALSE,"Insects-Chinese IAT","nonword attributes"
30358160,5,29,"female",FALSE,"Insects-Chinese IAT","nonword attributes"
30358160,4,29,"female",FALSE,"Insects-Chinese IAT","nonword attributes"
30358160,5,29,"female",FALSE,"Insects-Chinese IAT","nonword attributes"
30358160,3,29,"female",FALSE,"Insects-Chinese IAT","nonword attributes"
30358160,5,29,"female",FALSE,"Insects-Chinese IAT","nonword attributes"
34491820,4,20,"male",FALSE,"Flowers-Chinese IAT","nonword attributes"
34491820,4,20,"male",FALSE,"Flowers-Chinese IAT","nonword attributes"
34491820,4,20,"male",FALSE,"Flowers-Chinese IAT","nonword attributes"
34491820,4,20,"male",FALSE,"Flowers-Chinese IAT","nonword attributes"
34491820,4,20,"male",FALSE,"Flowers-Chinese IAT","nonword attributes"
34491820,4,20,"male",FALSE,"Flowers-Chinese IAT","nonword attributes"
45269490,6,19,"female",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
45269490,4,19,"female",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
45269490,5,19,"female",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
45269490,4,19,"female",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
45269490,5,19,"female",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
45269490,5,19,"female",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
48656517,6,47,"female",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
48656517,6,47,"female",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
48656517,6,47,"female",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
48656517,6,47,"female",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
48656517,6,47,"female",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
48656517,6,47,"female",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
50686562,3,40,"female",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
50686562,3,40,"female",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
50686562,5,40,"female",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
50686562,6,40,"female",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
50686562,4,40,"female",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
50686562,2,40,"female",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
50981679,6,34,"male",FALSE,"Insects-Chinese IAT","nonword attributes"
50981679,6,34,"male",FALSE,"Insects-Chinese IAT","nonword attributes"
50981679,6,34,"male",FALSE,"Insects-Chinese IAT","nonword attributes"
50981679,6,34,"male",FALSE,"Insects-Chinese IAT","nonword attributes"
50981679,7,34,"male",FALSE,"Insects-Chinese IAT","nonword attributes"
50981679,7,34,"male",FALSE,"Insects-Chinese IAT","nonword attributes"
53621080,4,41,"female",FALSE,"Insects-Chinese IAT","nonword attributes"
53621080,5,41,"female",FALSE,"Insects-Chinese IAT","nonword attributes"
53621080,3,41,"female",FALSE,"Insects-Chinese IAT","nonword attributes"
53621080,4,41,"female",FALSE,"Insects-Chinese IAT","nonword attributes"
53621080,4,41,"female",FALSE,"Insects-Chinese IAT","nonword attributes"
53621080,3,41,"female",FALSE,"Insects-Chinese IAT","nonword attributes"
53701849,5,46,"male",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
53701849,4,46,"male",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
53701849,5,46,"male",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
53701849,6,46,"male",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
53701849,5,46,"male",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
53701849,4,46,"male",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
55870381,4,44,"male",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
55870381,5,44,"male",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
55870381,2,44,"male",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
55870381,2,44,"male",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
55870381,6,44,"male",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
55870381,2,44,"male",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
55957218,4,45,"male",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
55957218,4,45,"male",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
55957218,4,45,"male",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
55957218,4,45,"male",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
55957218,4,45,"male",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
55957218,4,45,"male",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
62403477,4,22,"male",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
62403477,4,22,"male",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
62403477,4,22,"male",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
62403477,4,22,"male",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
62403477,4,22,"male",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
62403477,4,22,"male",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
63651458,4,20,"female",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
63651458,4,20,"female",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
63651458,4,20,"female",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
63651458,4,20,"female",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
63651458,4,20,"female",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
63651458,4,20,"female",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
66044739,4,26,"female",FALSE,"Flowers-Chinese IAT","nonword attributes"
66044739,5,26,"female",FALSE,"Flowers-Chinese IAT","nonword attributes"
66044739,5,26,"female",FALSE,"Flowers-Chinese IAT","nonword attributes"
66044739,5,26,"female",FALSE,"Flowers-Chinese IAT","nonword attributes"
66044739,4,26,"female",FALSE,"Flowers-Chinese IAT","nonword attributes"
66044739,5,26,"female",FALSE,"Flowers-Chinese IAT","nonword attributes"
71148682,4,64,"male",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
71148682,4,64,"male",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
71148682,4,64,"male",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
71148682,4,64,"male",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
71148682,4,64,"male",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
71148682,4,64,"male",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
72930983,4,26,"male",FALSE,"Insects-Chinese IAT","nonword attributes"
72930983,4,26,"male",FALSE,"Insects-Chinese IAT","nonword attributes"
72930983,4,26,"male",FALSE,"Insects-Chinese IAT","nonword attributes"
72930983,4,26,"male",FALSE,"Insects-Chinese IAT","nonword attributes"
72930983,4,26,"male",FALSE,"Insects-Chinese IAT","nonword attributes"
72930983,4,26,"male",FALSE,"Insects-Chinese IAT","nonword attributes"
73354725,3,39,"male",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
73354725,3,39,"male",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
73354725,3,39,"male",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
73354725,3,39,"male",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
73354725,3,39,"male",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
73354725,3,39,"male",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
73915321,3,40,"female",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
73915321,3,40,"female",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
73915321,3,40,"female",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
73915321,3,40,"female",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
73915321,3,40,"female",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
73915321,3,40,"female",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
73997128,3,56,"female",FALSE,"Insects-Chinese IAT","nonword attributes"
73997128,3,56,"female",FALSE,"Insects-Chinese IAT","nonword attributes"
73997128,4,56,"female",FALSE,"Insects-Chinese IAT","nonword attributes"
73997128,3,56,"female",FALSE,"Insects-Chinese IAT","nonword attributes"
73997128,4,56,"female",FALSE,"Insects-Chinese IAT","nonword attributes"
73997128,4,56,"female",FALSE,"Insects-Chinese IAT","nonword attributes"
74874835,4,48,"male",FALSE,"Flowers-Chinese IAT","nonword attributes"
74874835,5,48,"male",FALSE,"Flowers-Chinese IAT","nonword attributes"
74874835,4,48,"male",FALSE,"Flowers-Chinese IAT","nonword attributes"
74874835,6,48,"male",FALSE,"Flowers-Chinese IAT","nonword attributes"
74874835,3,48,"male",FALSE,"Flowers-Chinese IAT","nonword attributes"
74874835,3,48,"male",FALSE,"Flowers-Chinese IAT","nonword attributes"
76846399,3,33,"female",FALSE,"Insects-Chinese IAT","nonword attributes"
76846399,3,33,"female",FALSE,"Insects-Chinese IAT","nonword attributes"
76846399,2,33,"female",FALSE,"Insects-Chinese IAT","nonword attributes"
76846399,5,33,"female",FALSE,"Insects-Chinese IAT","nonword attributes"
76846399,3,33,"female",FALSE,"Insects-Chinese IAT","nonword attributes"
76846399,3,33,"female",FALSE,"Insects-Chinese IAT","nonword attributes"
77340547,5,26,"female",FALSE,"Flowers-Chinese IAT","nonword attributes"
77340547,5,26,"female",FALSE,"Flowers-Chinese IAT","nonword attributes"
77340547,5,26,"female",FALSE,"Flowers-Chinese IAT","nonword attributes"
77340547,5,26,"female",FALSE,"Flowers-Chinese IAT","nonword attributes"
77340547,5,26,"female",FALSE,"Flowers-Chinese IAT","nonword attributes"
77340547,5,26,"female",FALSE,"Flowers-Chinese IAT","nonword attributes"
77386013,4,34,"female",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
77386013,4,34,"female",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
77386013,4,34,"female",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
77386013,4,34,"female",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
77386013,4,34,"female",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
77386013,4,34,"female",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
82624194,5,51,"female",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
82624194,5,51,"female",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
82624194,5,51,"female",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
82624194,5,51,"female",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
82624194,4,51,"female",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
82624194,5,51,"female",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
84847663,4,28,"female",FALSE,"Insects-Chinese IAT","nonword attributes"
84847663,4,28,"female",FALSE,"Insects-Chinese IAT","nonword attributes"
84847663,4,28,"female",FALSE,"Insects-Chinese IAT","nonword attributes"
84847663,4,28,"female",FALSE,"Insects-Chinese IAT","nonword attributes"
84847663,4,28,"female",FALSE,"Insects-Chinese IAT","nonword attributes"
84847663,4,28,"female",FALSE,"Insects-Chinese IAT","nonword attributes"
88463162,7,46,"female",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
88463162,6,46,"female",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
88463162,7,46,"female",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
88463162,7,46,"female",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
88463162,7,46,"female",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
88463162,6,46,"female",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
91153356,4,25,"female",FALSE,"Flowers-Chinese IAT","nonword attributes"
91153356,4,25,"female",FALSE,"Flowers-Chinese IAT","nonword attributes"
91153356,4,25,"female",FALSE,"Flowers-Chinese IAT","nonword attributes"
91153356,4,25,"female",FALSE,"Flowers-Chinese IAT","nonword attributes"
91153356,4,25,"female",FALSE,"Flowers-Chinese IAT","nonword attributes"
91153356,4,25,"female",FALSE,"Flowers-Chinese IAT","nonword attributes"
91839261,5,23,"female",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
91839261,4,23,"female",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
91839261,4,23,"female",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
91839261,3,23,"female",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
91839261,4,23,"female",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
91839261,4,23,"female",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
95370674,3,59,"female",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
95370674,5,59,"female",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
95370674,6,59,"female",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
95370674,5,59,"female",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
95370674,2,59,"female",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
95370674,6,59,"female",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
95848574,6,40,"male",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
95848574,4,40,"male",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
95848574,4,40,"male",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
95848574,4,40,"male",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
95848574,5,40,"male",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
95848574,5,40,"male",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
97613525,6,43,"male",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
97613525,6,43,"male",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
97613525,5,43,"male",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
97613525,5,43,"male",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
97613525,6,43,"male",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
97613525,5,43,"male",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
100224098,4,51,"female",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
100224098,4,51,"female",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
100224098,4,51,"female",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
100224098,4,51,"female",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
100224098,4,51,"female",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
100224098,5,51,"female",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
100376433,4,25,"male",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
100376433,5,25,"male",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
100376433,5,25,"male",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
100376433,3,25,"male",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
100376433,4,25,"male",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
100376433,5,25,"male",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
100477409,4,52,"male",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
100477409,4,52,"male",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
100477409,4,52,"male",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
100477409,4,52,"male",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
100477409,4,52,"male",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
100477409,4,52,"male",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
100479579,4,31,"female",FALSE,"Flowers-Chinese IAT","nonword attributes"
100479579,4,31,"female",FALSE,"Flowers-Chinese IAT","nonword attributes"
100479579,4,31,"female",FALSE,"Flowers-Chinese IAT","nonword attributes"
100479579,4,31,"female",FALSE,"Flowers-Chinese IAT","nonword attributes"
100479579,4,31,"female",FALSE,"Flowers-Chinese IAT","nonword attributes"
100479579,4,31,"female",FALSE,"Flowers-Chinese IAT","nonword attributes"
100553652,5,41,"male",FALSE,"Flowers-Chinese IAT","nonword attributes"
100553652,4,41,"male",FALSE,"Flowers-Chinese IAT","nonword attributes"
100553652,5,41,"male",FALSE,"Flowers-Chinese IAT","nonword attributes"
100553652,5,41,"male",FALSE,"Flowers-Chinese IAT","nonword attributes"
100553652,5,41,"male",FALSE,"Flowers-Chinese IAT","nonword attributes"
100553652,5,41,"male",FALSE,"Flowers-Chinese IAT","nonword attributes"
100681699,3,31,"female",FALSE,"Flowers-Chinese IAT","nonword attributes"
100681699,3,31,"female",FALSE,"Flowers-Chinese IAT","nonword attributes"
100681699,4,31,"female",FALSE,"Flowers-Chinese IAT","nonword attributes"
100681699,3,31,"female",FALSE,"Flowers-Chinese IAT","nonword attributes"
100681699,4,31,"female",FALSE,"Flowers-Chinese IAT","nonword attributes"
100681699,3,31,"female",FALSE,"Flowers-Chinese IAT","nonword attributes"
102208716,4,33,"female",FALSE,"Flowers-Chinese IAT","nonword attributes"
102208716,4,33,"female",FALSE,"Flowers-Chinese IAT","nonword attributes"
102208716,4,33,"female",FALSE,"Flowers-Chinese IAT","nonword attributes"
102208716,4,33,"female",FALSE,"Flowers-Chinese IAT","nonword attributes"
102208716,4,33,"female",FALSE,"Flowers-Chinese IAT","nonword attributes"
102208716,4,33,"female",FALSE,"Flowers-Chinese IAT","nonword attributes"
102966737,4,27,"male",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
102966737,4,27,"male",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
102966737,4,27,"male",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
102966737,4,27,"male",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
102966737,5,27,"male",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
102966737,5,27,"male",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
103258023,4,54,"female",FALSE,"Insects-Chinese IAT","nonword attributes"
103258023,4,54,"female",FALSE,"Insects-Chinese IAT","nonword attributes"
103258023,4,54,"female",FALSE,"Insects-Chinese IAT","nonword attributes"
103258023,4,54,"female",FALSE,"Insects-Chinese IAT","nonword attributes"
103258023,4,54,"female",FALSE,"Insects-Chinese IAT","nonword attributes"
103258023,4,54,"female",FALSE,"Insects-Chinese IAT","nonword attributes"
103555548,5,43,"female",FALSE,"Flowers-Chinese IAT","nonword attributes"
103555548,5,43,"female",FALSE,"Flowers-Chinese IAT","nonword attributes"
