"participant","ratings","age","gender","exclude","IAT_condition","attribute_condition"
229947944,6,36,"male",FALSE,"Insects-Chinese IAT","nonword attributes"
229947944,6,36,"male",FALSE,"Insects-Chinese IAT","nonword attributes"
231017482,4,35,"male",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
231017482,5,35,"male",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
231017482,5,35,"male",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
231017482,5,35,"male",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
231017482,3,35,"male",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
231017482,3,35,"male",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
232045659,6,39,"female",FALSE,"Flowers-Chinese IAT","nonword attributes"
232045659,6,39,"female",FALSE,"Flowers-Chinese IAT","nonword attributes"
232045659,6,39,"female",FALSE,"Flowers-Chinese IAT","nonword attributes"
232045659,6,39,"female",FALSE,"Flowers-Chinese IAT","nonword attributes"
232045659,6,39,"female",FALSE,"Flowers-Chinese IAT","nonword attributes"
232045659,5,39,"female",FALSE,"Flowers-Chinese IAT","nonword attributes"
235429905,3,31,"female",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
235429905,4,31,"female",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
235429905,3,31,"female",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
235429905,2,31,"female",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
235429905,3,31,"female",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
235429905,6,31,"female",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
236045252,4,27,"female",FALSE,"Flowers-Chinese IAT","nonword attributes"
236045252,4,27,"female",FALSE,"Flowers-Chinese IAT","nonword attributes"
236045252,4,27,"female",FALSE,"Flowers-Chinese IAT","nonword attributes"
236045252,4,27,"female",FALSE,"Flowers-Chinese IAT","nonword attributes"
236045252,4,27,"female",FALSE,"Flowers-Chinese IAT","nonword attributes"
236045252,4,27,"female",FALSE,"Flowers-Chinese IAT","nonword attributes"
238932124,5,40,"male",FALSE,"Flowers-Chinese IAT","nonword attributes"
238932124,5,40,"male",FALSE,"Flowers-Chinese IAT","nonword attributes"
238932124,5,40,"male",FALSE,"Flowers-Chinese IAT","nonword attributes"
238932124,5,40,"male",FALSE,"Flowers-Chinese IAT","nonword attributes"
238932124,5,40,"male",FALSE,"Flowers-Chinese IAT","nonword attributes"
238932124,5,40,"male",FALSE,"Flowers-Chinese IAT","nonword attributes"
239983305,4,33,"male",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
239983305,4,33,"male",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
239983305,4,33,"male",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
239983305,4,33,"male",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
239983305,4,33,"male",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
239983305,4,33,"male",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
240842730,4,36,"male",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
240842730,4,36,"male",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
240842730,5,36,"male",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
240842730,4,36,"male",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
240842730,4,36,"male",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
240842730,5,36,"male",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
242926076,4,20,"male",FALSE,"Flowers-Chinese IAT","nonword attributes"
242926076,4,20,"male",FALSE,"Flowers-Chinese IAT","nonword attributes"
242926076,4,20,"male",FALSE,"Flowers-Chinese IAT","nonword attributes"
242926076,4,20,"male",FALSE,"Flowers-Chinese IAT","nonword attributes"
242926076,4,20,"male",FALSE,"Flowers-Chinese IAT","nonword attributes"
242926076,4,20,"male",FALSE,"Flowers-Chinese IAT","nonword attributes"
246877642,4,37,"female",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
246877642,4,37,"female",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
246877642,4,37,"female",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
246877642,4,37,"female",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
246877642,4,37,"female",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
246877642,4,37,"female",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
247967877,4,23,"male",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
247967877,3,23,"male",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
247967877,4,23,"male",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
247967877,5,23,"male",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
247967877,6,23,"male",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
247967877,4,23,"male",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
249459928,6,46,"female",FALSE,"Insects-Chinese IAT","nonword attributes"
249459928,6,46,"female",FALSE,"Insects-Chinese IAT","nonword attributes"
249459928,6,46,"female",FALSE,"Insects-Chinese IAT","nonword attributes"
249459928,6,46,"female",FALSE,"Insects-Chinese IAT","nonword attributes"
249459928,2,46,"female",FALSE,"Insects-Chinese IAT","nonword attributes"
249459928,6,46,"female",FALSE,"Insects-Chinese IAT","nonword attributes"
250594835,7,32,"female",FALSE,"Flowers-Chinese IAT","nonword attributes"
250594835,6,32,"female",FALSE,"Flowers-Chinese IAT","nonword attributes"
250594835,6,32,"female",FALSE,"Flowers-Chinese IAT","nonword attributes"
250594835,5,32,"female",FALSE,"Flowers-Chinese IAT","nonword attributes"
250594835,5,32,"female",FALSE,"Flowers-Chinese IAT","nonword attributes"
250594835,6,32,"female",FALSE,"Flowers-Chinese IAT","nonword attributes"
251185389,4,51,"female",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
251185389,5,51,"female",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
251185389,4,51,"female",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
251185389,4,51,"female",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
251185389,5,51,"female",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
251185389,5,51,"female",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
255572392,7,29,"female",FALSE,"Insects-Chinese IAT","nonword attributes"
255572392,7,29,"female",FALSE,"Insects-Chinese IAT","nonword attributes"
255572392,7,29,"female",FALSE,"Insects-Chinese IAT","nonword attributes"
255572392,7,29,"female",FALSE,"Insects-Chinese IAT","nonword attributes"
255572392,7,29,"female",FALSE,"Insects-Chinese IAT","nonword attributes"
255572392,7,29,"female",FALSE,"Insects-Chinese IAT","nonword attributes"
256772361,5,31,"male",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
256772361,4,31,"male",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
256772361,5,31,"male",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
256772361,3,31,"male",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
256772361,4,31,"male",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
256772361,4,31,"male",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
257854159,4,45,"female",FALSE,"Insects-Chinese IAT","nonword attributes"
257854159,3,45,"female",FALSE,"Insects-Chinese IAT","nonword attributes"
257854159,2,45,"female",FALSE,"Insects-Chinese IAT","nonword attributes"
257854159,3,45,"female",FALSE,"Insects-Chinese IAT","nonword attributes"
257854159,2,45,"female",FALSE,"Insects-Chinese IAT","nonword attributes"
257854159,2,45,"female",FALSE,"Insects-Chinese IAT","nonword attributes"
258239520,5,27,"male",FALSE,"Insects-Chinese IAT","nonword attributes"
258239520,4,27,"male",FALSE,"Insects-Chinese IAT","nonword attributes"
258239520,3,27,"male",FALSE,"Insects-Chinese IAT","nonword attributes"
258239520,4,27,"male",FALSE,"Insects-Chinese IAT","nonword attributes"
258239520,2,27,"male",FALSE,"Insects-Chinese IAT","nonword attributes"
258239520,3,27,"male",FALSE,"Insects-Chinese IAT","nonword attributes"
258300295,4,35,"male",FALSE,"Insects-Chinese IAT","nonword attributes"
258300295,4,35,"male",FALSE,"Insects-Chinese IAT","nonword attributes"
258300295,5,35,"male",FALSE,"Insects-Chinese IAT","nonword attributes"
258300295,5,35,"male",FALSE,"Insects-Chinese IAT","nonword attributes"
258300295,5,35,"male",FALSE,"Insects-Chinese IAT","nonword attributes"
258300295,6,35,"male",FALSE,"Insects-Chinese IAT","nonword attributes"
258361238,6,36,"36",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
258361238,5,36,"36",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
258361238,5,36,"36",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
258361238,6,36,"36",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
258361238,4,36,"36",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
258361238,5,36,"36",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
269595544,4,22,"male",FALSE,"Insects-Chinese IAT","nonword attributes"
269595544,4,22,"male",FALSE,"Insects-Chinese IAT","nonword attributes"
269595544,5,22,"male",FALSE,"Insects-Chinese IAT","nonword attributes"
269595544,5,22,"male",FALSE,"Insects-Chinese IAT","nonword attributes"
269595544,5,22,"male",FALSE,"Insects-Chinese IAT","nonword attributes"
269595544,5,22,"male",FALSE,"Insects-Chinese IAT","nonword attributes"
278680042,4,28,"male",TRUE,"Flowers-Chinese IAT","opposite valenced attributes"
278680042,4,28,"male",TRUE,"Flowers-Chinese IAT","opposite valenced attributes"
278680042,4,28,"male",TRUE,"Flowers-Chinese IAT","opposite valenced attributes"
278680042,4,28,"male",TRUE,"Flowers-Chinese IAT","opposite valenced attributes"
278680042,4,28,"male",TRUE,"Flowers-Chinese IAT","opposite valenced attributes"
278680042,4,28,"male",TRUE,"Flowers-Chinese IAT","opposite valenced attributes"
279268264,6,20,"male",FALSE,"Insects-Chinese IAT","nonword attributes"
279268264,6,20,"male",FALSE,"Insects-Chinese IAT","nonword attributes"
279268264,5,20,"male",FALSE,"Insects-Chinese IAT","nonword attributes"
279268264,3,20,"male",FALSE,"Insects-Chinese IAT","nonword attributes"
279268264,4,20,"male",FALSE,"Insects-Chinese IAT","nonword attributes"
279268264,4,20,"male",FALSE,"Insects-Chinese IAT","nonword attributes"
281914232,4,21,"male",FALSE,"Insects-Chinese IAT","nonword attributes"
281914232,5,21,"male",FALSE,"Insects-Chinese IAT","nonword attributes"
281914232,5,21,"male",FALSE,"Insects-Chinese IAT","nonword attributes"
281914232,4,21,"male",FALSE,"Insects-Chinese IAT","nonword attributes"
281914232,6,21,"male",FALSE,"Insects-Chinese IAT","nonword attributes"
281914232,6,21,"male",FALSE,"Insects-Chinese IAT","nonword attributes"
282762406,2,55,"male",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
282762406,2,55,"male",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
282762406,2,55,"male",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
282762406,3,55,"male",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
282762406,3,55,"male",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
282762406,2,55,"male",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
283814214,4,24,"male",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
283814214,5,24,"male",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
283814214,5,24,"male",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
283814214,4,24,"male",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
283814214,3,24,"male",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
283814214,6,24,"male",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
284882499,6,46,"female",FALSE,"Flowers-Chinese IAT","nonword attributes"
284882499,2,46,"female",FALSE,"Flowers-Chinese IAT","nonword attributes"
284882499,6,46,"female",FALSE,"Flowers-Chinese IAT","nonword attributes"
284882499,6,46,"female",FALSE,"Flowers-Chinese IAT","nonword attributes"
284882499,6,46,"female",FALSE,"Flowers-Chinese IAT","nonword attributes"
284882499,6,46,"female",FALSE,"Flowers-Chinese IAT","nonword attributes"
287161591,7,44,"female",FALSE,"Insects-Chinese IAT","nonword attributes"
287161591,7,44,"female",FALSE,"Insects-Chinese IAT","nonword attributes"
287161591,7,44,"female",FALSE,"Insects-Chinese IAT","nonword attributes"
287161591,7,44,"female",FALSE,"Insects-Chinese IAT","nonword attributes"
287161591,7,44,"female",FALSE,"Insects-Chinese IAT","nonword attributes"
287161591,7,44,"female",FALSE,"Insects-Chinese IAT","nonword attributes"
288524870,4,59,"female",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
288524870,4,59,"female",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
288524870,4,59,"female",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
288524870,4,59,"female",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
288524870,4,59,"female",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
288524870,4,59,"female",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
294068722,3,21,"male",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
294068722,3,21,"male",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
294068722,1,21,"male",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
294068722,1,21,"male",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
294068722,1,21,"male",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
294068722,1,21,"male",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
296156654,6,29,"male",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
296156654,5,29,"male",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
296156654,6,29,"male",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
296156654,6,29,"male",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
296156654,6,29,"male",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
296156654,6,29,"male",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
296526837,6,26,"female",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
296526837,6,26,"female",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
296526837,6,26,"female",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
296526837,6,26,"female",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
296526837,6,26,"female",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
296526837,6,26,"female",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
296840938,6,28,"female",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
296840938,5,28,"female",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
296840938,4,28,"female",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
296840938,5,28,"female",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
296840938,3,28,"female",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
296840938,4,28,"female",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
297576014,4,49,"male",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
297576014,5,49,"male",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
297576014,3,49,"male",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
297576014,4,49,"male",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
297576014,5,49,"male",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
297576014,5,49,"male",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
303336140,4,37,"male",FALSE,"Flowers-Chinese IAT","nonword attributes"
303336140,4,37,"male",FALSE,"Flowers-Chinese IAT","nonword attributes"
303336140,3,37,"male",FALSE,"Flowers-Chinese IAT","nonword attributes"
303336140,5,37,"male",FALSE,"Flowers-Chinese IAT","nonword attributes"
303336140,5,37,"male",FALSE,"Flowers-Chinese IAT","nonword attributes"
303336140,4,37,"male",FALSE,"Flowers-Chinese IAT","nonword attributes"
303458883,5,42,"male",FALSE,"Flowers-Chinese IAT","nonword attributes"
303458883,5,42,"male",FALSE,"Flowers-Chinese IAT","nonword attributes"
303458883,5,42,"male",FALSE,"Flowers-Chinese IAT","nonword attributes"
303458883,5,42,"male",FALSE,"Flowers-Chinese IAT","nonword attributes"
303458883,5,42,"male",FALSE,"Flowers-Chinese IAT","nonword attributes"
303458883,5,42,"male",FALSE,"Flowers-Chinese IAT","nonword attributes"
304724198,4,42,"female",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
304724198,4,42,"female",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
304724198,4,42,"female",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
304724198,4,42,"female",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
304724198,4,42,"female",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
304724198,4,42,"female",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
308282805,5,21,"female",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
308282805,2,21,"female",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
308282805,3,21,"female",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
308282805,6,21,"female",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
308282805,6,21,"female",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
308282805,4,21,"female",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
311378690,4,49,"female",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
311378690,4,49,"female",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
311378690,4,49,"female",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
311378690,4,49,"female",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
311378690,4,49,"female",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
311378690,4,49,"female",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
314274383,4,31,"female",FALSE,"Insects-Chinese IAT","nonword attributes"
314274383,4,31,"female",FALSE,"Insects-Chinese IAT","nonword attributes"
314274383,4,31,"female",FALSE,"Insects-Chinese IAT","nonword attributes"
314274383,4,31,"female",FALSE,"Insects-Chinese IAT","nonword attributes"
314274383,4,31,"female",FALSE,"Insects-Chinese IAT","nonword attributes"
314274383,4,31,"female",FALSE,"Insects-Chinese IAT","nonword attributes"
315385391,4,40,"male",FALSE,"Insects-Chinese IAT","nonword attributes"
315385391,4,40,"male",FALSE,"Insects-Chinese IAT","nonword attributes"
315385391,4,40,"male",FALSE,"Insects-Chinese IAT","nonword attributes"
315385391,4,40,"male",FALSE,"Insects-Chinese IAT","nonword attributes"
315385391,4,40,"male",FALSE,"Insects-Chinese IAT","nonword attributes"
315385391,4,40,"male",FALSE,"Insects-Chinese IAT","nonword attributes"
320860067,4,58,"female",FALSE,"Flowers-Chinese IAT","nonword attributes"
320860067,4,58,"female",FALSE,"Flowers-Chinese IAT","nonword attributes"
320860067,4,58,"female",FALSE,"Flowers-Chinese IAT","nonword attributes"
320860067,4,58,"female",FALSE,"Flowers-Chinese IAT","nonword attributes"
320860067,4,58,"female",FALSE,"Flowers-Chinese IAT","nonword attributes"
320860067,4,58,"female",FALSE,"Flowers-Chinese IAT","nonword attributes"
327114823,4,54,"female",FALSE,"Insects-Chinese IAT","nonword attributes"
327114823,4,54,"female",FALSE,"Insects-Chinese IAT","nonword attributes"
327114823,4,54,"female",FALSE,"Insects-Chinese IAT","nonword attributes"
327114823,5,54,"female",FALSE,"Insects-Chinese IAT","nonword attributes"
327114823,4,54,"female",FALSE,"Insects-Chinese IAT","nonword attributes"
327114823,4,54,"female",FALSE,"Insects-Chinese IAT","nonword attributes"
327999469,5,49,"male",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
327999469,4,49,"male",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
327999469,4,49,"male",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
327999469,4,49,"male",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
327999469,3,49,"male",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
327999469,4,49,"male",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
336376327,4,23,"male",FALSE,"Insects-Chinese IAT","nonword attributes"
336376327,5,23,"male",FALSE,"Insects-Chinese IAT","nonword attributes"
336376327,6,23,"male",FALSE,"Insects-Chinese IAT","nonword attributes"
336376327,3,23,"male",FALSE,"Insects-Chinese IAT","nonword attributes"
336376327,3,23,"male",FALSE,"Insects-Chinese IAT","nonword attributes"
336376327,5,23,"male",FALSE,"Insects-Chinese IAT","nonword attributes"
337761830,5,34,"male",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
337761830,4,34,"male",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
337761830,5,34,"male",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
337761830,5,34,"male",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
337761830,5,34,"male",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
337761830,5,34,"male",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
342141360,4,18,"female",FALSE,"Insects-Chinese IAT","nonword attributes"
342141360,4,18,"female",FALSE,"Insects-Chinese IAT","nonword attributes"
342141360,4,18,"female",FALSE,"Insects-Chinese IAT","nonword attributes"
342141360,4,18,"female",FALSE,"Insects-Chinese IAT","nonword attributes"
342141360,4,18,"female",FALSE,"Insects-Chinese IAT","nonword attributes"
342141360,4,18,"female",FALSE,"Insects-Chinese IAT","nonword attributes"
343171339,4,37,"male",TRUE,"Flowers-Chinese IAT","nonword attributes"
343171339,4,37,"male",TRUE,"Flowers-Chinese IAT","nonword attributes"
343171339,4,37,"male",TRUE,"Flowers-Chinese IAT","nonword attributes"
343171339,4,37,"male",TRUE,"Flowers-Chinese IAT","nonword attributes"
343171339,4,37,"male",TRUE,"Flowers-Chinese IAT","nonword attributes"
343171339,4,37,"male",TRUE,"Flowers-Chinese IAT","nonword attributes"
343477966,6,35,"female",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
343477966,6,35,"female",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
343477966,6,35,"female",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
343477966,6,35,"female",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
343477966,6,35,"female",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
343477966,6,35,"female",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
344090515,4,28,"female",FALSE,"Flowers-Chinese IAT","nonword attributes"
344090515,4,28,"female",FALSE,"Flowers-Chinese IAT","nonword attributes"
344090515,4,28,"female",FALSE,"Flowers-Chinese IAT","nonword attributes"
344090515,5,28,"female",FALSE,"Flowers-Chinese IAT","nonword attributes"
344090515,3,28,"female",FALSE,"Flowers-Chinese IAT","nonword attributes"
344090515,5,28,"female",FALSE,"Flowers-Chinese IAT","nonword attributes"
344118518,4,25,"male",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
344118518,4,25,"male",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
344118518,4,25,"male",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
344118518,4,25,"male",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
344118518,4,25,"male",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
344118518,4,25,"male",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
346368094,2,21,"male",TRUE,"Insects-Chinese IAT","opposite valenced attributes"
346368094,2,21,"male",TRUE,"Insects-Chinese IAT","opposite valenced attributes"
346368094,2,21,"male",TRUE,"Insects-Chinese IAT","opposite valenced attributes"
346368094,2,21,"male",TRUE,"Insects-Chinese IAT","opposite valenced attributes"
346368094,2,21,"male",TRUE,"Insects-Chinese IAT","opposite valenced attributes"
346368094,2,21,"male",TRUE,"Insects-Chinese IAT","opposite valenced attributes"
346373068,5,45,"female",FALSE,"Flowers-Chinese IAT","nonword attributes"
346373068,4,45,"female",FALSE,"Flowers-Chinese IAT","nonword attributes"
346373068,5,45,"female",FALSE,"Flowers-Chinese IAT","nonword attributes"
346373068,4,45,"female",FALSE,"Flowers-Chinese IAT","nonword attributes"
346373068,5,45,"female",FALSE,"Flowers-Chinese IAT","nonword attributes"
346373068,4,45,"female",FALSE,"Flowers-Chinese IAT","nonword attributes"
349513138,5,48,"male",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
349513138,5,48,"male",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
349513138,6,48,"male",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
349513138,4,48,"male",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
349513138,5,48,"male",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
349513138,6,48,"male",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
351519598,7,27,"male",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
351519598,7,27,"male",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
351519598,5,27,"male",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
351519598,4,27,"male",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
351519598,4,27,"male",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
351519598,5,27,"male",FALSE,"Insects-Chinese IAT","opposite valenced attributes"
354780889,4,47,"male",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
354780889,4,47,"male",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
354780889,3,47,"male",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
354780889,5,47,"male",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
354780889,4,47,"male",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
354780889,5,47,"male",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
355711146,6,38,"male",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
355711146,6,38,"male",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
355711146,3,38,"male",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
355711146,3,38,"male",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
355711146,3,38,"male",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
355711146,4,38,"male",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
356423676,6,37,"female",FALSE,"Flowers-Chinese IAT","nonword attributes"
356423676,4,37,"female",FALSE,"Flowers-Chinese IAT","nonword attributes"
356423676,3,37,"female",FALSE,"Flowers-Chinese IAT","nonword attributes"
356423676,4,37,"female",FALSE,"Flowers-Chinese IAT","nonword attributes"
356423676,6,37,"female",FALSE,"Flowers-Chinese IAT","nonword attributes"
356423676,5,37,"female",FALSE,"Flowers-Chinese IAT","nonword attributes"
357187354,4,25,"female",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
357187354,3,25,"female",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
357187354,2,25,"female",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
357187354,2,25,"female",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
357187354,3,25,"female",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
357187354,4,25,"female",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
357814164,5,33,"female",FALSE,"Flowers-Chinese IAT","nonword attributes"
357814164,4,33,"female",FALSE,"Flowers-Chinese IAT","nonword attributes"
357814164,5,33,"female",FALSE,"Flowers-Chinese IAT","nonword attributes"
357814164,6,33,"female",FALSE,"Flowers-Chinese IAT","nonword attributes"
357814164,6,33,"female",FALSE,"Flowers-Chinese IAT","nonword attributes"
357814164,6,33,"female",FALSE,"Flowers-Chinese IAT","nonword attributes"
360739434,6,23,"female",FALSE,"Flowers-Chinese IAT","opposite valenced attributes"
