"date","time","group","subject","build","blocknum","trialnum","blockcode","trialcode","pretrialpause","posttrialpause","windowcenter","trialduration","trialtimeout","blocktimeout","response","correct","latency","inwindow","stimulusnumber1","stimulusitem1","stimulusvpos1","stimulushpos1","stimulusonset1","stimulusnumber2","stimulusitem2","stimulusvpos2","stimulushpos2","stimulusonset2","stimulusnumber3","stimulusitem3","stimulusvpos3","stimulushpos3","stimulusonset3","stimulusnumber4","stimulusitem4","stimulusvpos4","stimulushpos4","stimulusonset4","stimulusnumber5","stimulusitem5","stimulusvpos5","stimulushpos5","stimulusonset5","stimulusnumber6","stimulusitem6","stimulusvpos6","stimulushpos6","stimulusonset6","stimulusnumber7","stimulusitem7","stimulusvpos7","stimulushpos7","stimulusonset7","stimulusnumber8","stimulusitem8","stimulusvpos8","stimulushpos8","stimulusonset8","stimulusnumber9","stimulusitem9","stimulusvpos9","stimulushpos9","stimulusonset9"
"060417","20:30:07","267939999","925039195","4.0.10.0","1","16","RMTS_test_1","A_negative_synonyms_right","750","0","0","0","0","0","23","1","799","0","1","middle_rectangle","50pct","50pct","0","3","pic3.jpg","50","40","0","3","insect3.jpg","50","58","0","1","left_rectangle","15pct","15pct","0","1","right_rectangle","15pct","85pct","0","1","top          bottom","15","15","0","1","top          top","15","85","0","1","Press E","4","15","0","1","Press I","4","85","0"
"060417","20:30:23","871757282","198956067","4.0.10.0","1","1","RMTS_test_1","A_positive_antonyms_left","750","0","0","0","0","0","18","1","9191","0","1","middle_rectangle","50pct","50pct","2","1","pic1.jpg","50","40","2","4","flower4.jpg","50","58","2","1","left_rectangle","15pct","15pct","2","1","right_rectangle","15pct","85pct","2","5","fast         slow","15","15","2","5","fast         fast","15","85","2","1","Press E","4","15","2","1","Press I","4","85","2"
"060417","20:30:23","871757282","198956067","4.0.10.0","1","2","RMTS_test_1","A_negative_synonyms_right","750","0","0","0","0","0","18","0","7561","0","1","middle_rectangle","50pct","50pct","1","3","pic3.jpg","50","40","1","6","insect6.jpg","50","58","1","1","left_rectangle","15pct","15pct","1","1","right_rectangle","15pct","85pct","1","1","top          bottom","15","15","1","1","top          top","15","85","1","1","Press E","4","15","1","1","Press I","4","85","1"
"060417","20:30:23","871757282","198956067","4.0.10.0","1","3","RMTS_test_1","A_positive_antonyms_left","750","0","0","0","0","0","23","0","7190","0","1","middle_rectangle","50pct","50pct","0","2","pic2.jpg","50","40","0","2","flower2.jpg","50","58","0","1","left_rectangle","15pct","15pct","0","1","right_rectangle","15pct","85pct","0","6","slow         fast","15","15","0","6","slow         slow","15","85","0","1","Press E","4","15","0","1","Press I","4","85","0"
"060417","20:30:23","871757282","198956067","4.0.10.0","1","4","RMTS_test_1","A_negative_synonyms_right","750","0","0","0","0","0","23","1","3006","0","1","middle_rectangle","50pct","50pct","0","4","pic4.jpg","50","40","0","2","insect2.jpg","50","58","0","1","left_rectangle","15pct","15pct","0","1","right_rectangle","15pct","85pct","0","4","full         empty","15","15","0","4","full         full","15","85","0","1","Press E","4","15","0","1","Press I","4","85","0"
"060417","20:30:23","871757282","198956067","4.0.10.0","1","5","RMTS_test_1","A_positive_antonyms_left","750","0","0","0","0","0","18","1","4786","0","1","middle_rectangle","50pct","50pct","0","6","pic5.jpg","50","40","0","3","flower3.jpg","50","58","0","1","left_rectangle","15pct","15pct","0","1","right_rectangle","15pct","85pct","0","3","empty        full","15","15","0","3","empty        empty","15","85","0","1","Press E","4","15","0","1","Press I","4","85","0"
"060417","20:30:23","871757282","198956067","4.0.10.0","1","6","RMTS_test_1","A_negative_synonyms_right","750","0","0","0","0","0","23","1","5255","0","1","middle_rectangle","50pct","50pct","0","5","pic5.jpg","50","40","0","4","insect4.jpg","50","58","0","1","left_rectangle","15pct","15pct","0","1","right_rectangle","15pct","85pct","0","2","bottom       top","15","15","0","2","bottom       bottom","15","85","0","1","Press E","4","15","0","1","Press I","4","85","0"
"060417","20:30:23","871757282","198956067","4.0.10.0","1","7","RMTS_test_1","A_positive_antonyms_left","750","0","0","0","0","0","18","1","2064","0","1","middle_rectangle","50pct","50pct","0","4","pic4.jpg","50","40","0","1","flower1.jpg","50","58","0","1","left_rectangle","15pct","15pct","0","1","right_rectangle","15pct","85pct","0","5","fast         slow","15","15","0","5","fast         fast","15","85","0","1","Press E","4","15","0","1","Press I","4","85","0"
"060417","20:30:23","871757282","198956067","4.0.10.0","1","8","RMTS_test_1","A_negative_synonyms_right","750","0","0","0","0","0","23","1","4170","0","1","middle_rectangle","50pct","50pct","0","2","pic2.jpg","50","40","0","1","insect1.jpg","50","58","0","1","left_rectangle","15pct","15pct","0","1","right_rectangle","15pct","85pct","0","1","top          bottom","15","15","0","1","top          top","15","85","0","1","Press E","4","15","0","1","Press I","4","85","0"
"060417","20:30:23","871757282","198956067","4.0.10.0","1","9","RMTS_test_1","A_positive_antonyms_left","750","0","0","0","0","0","18","1","2631","0","1","middle_rectangle","50pct","50pct","0","5","pic5.jpg","50","40","0","6","flower6.jpg","50","58","0","1","left_rectangle","15pct","15pct","0","1","right_rectangle","15pct","85pct","0","2","bottom       top","15","15","0","2","bottom       bottom","15","85","0","1","Press E","4","15","0","1","Press I","4","85","0"
"060417","20:30:23","871757282","198956067","4.0.10.0","1","10","RMTS_test_1","A_negative_synonyms_right","750","0","0","0","0","0","23","1","1513","0","1","middle_rectangle","50pct","50pct","0","1","pic1.jpg","50","40","0","3","insect3.jpg","50","58","0","1","left_rectangle","15pct","15pct","0","1","right_rectangle","15pct","85pct","0","4","full         empty","15","15","0","4","full         full","15","85","0","1","Press E","4","15","0","1","Press I","4","85","0"
"060417","20:30:23","871757282","198956067","4.0.10.0","1","11","RMTS_test_1","A_positive_antonyms_left","750","0","0","0","0","0","23","0","4433","0","1","middle_rectangle","50pct","50pct","0","6","pic5.jpg","50","40","0","5","flower5.jpg","50","58","0","1","left_rectangle","15pct","15pct","0","1","right_rectangle","15pct","85pct","0","6","slow         fast","15","15","0","6","slow         slow","15","85","0","1","Press E","4","15","0","1","Press I","4","85","0"
"060417","20:30:23","871757282","198956067","4.0.10.0","1","12","RMTS_test_1","A_negative_synonyms_right","750","0","0","0","0","0","18","0","2081","0","1","middle_rectangle","50pct","50pct","0","3","pic3.jpg","50","40","0","5","insect5.jpg","50","58","0","1","left_rectangle","15pct","15pct","0","1","right_rectangle","15pct","85pct","0","3","empty        full","15","15","0","3","empty        empty","15","85","0","1","Press E","4","15","0","1","Press I","4","85","0"
"060417","20:30:23","871757282","198956067","4.0.10.0","1","13","RMTS_test_1","A_positive_antonyms_left","750","0","0","0","0","0","23","0","1532","0","1","middle_rectangle","50pct","50pct","1","5","pic5.jpg","50","40","1","3","flower3.jpg","50","58","1","1","left_rectangle","15pct","15pct","1","1","right_rectangle","15pct","85pct","1","6","slow         fast","15","15","1","6","slow         slow","15","85","1","1","Press E","4","15","1","1","Press I","4","85","1"
"060417","20:30:23","871757282","198956067","4.0.10.0","1","14","RMTS_test_1","A_negative_synonyms_right","750","0","0","0","0","0","18","0","1808","0","1","middle_rectangle","50pct","50pct","0","2","pic2.jpg","50","40","0","6","insect6.jpg","50","58","0","1","left_rectangle","15pct","15pct","0","1","right_rectangle","15pct","85pct","0","5","fast         slow","15","15","0","5","fast         fast","15","85","0","1","Press E","4","15","0","1","Press I","4","85","0"
"060417","20:30:23","871757282","198956067","4.0.10.0","1","15","RMTS_test_1","A_positive_antonyms_left","750","0","0","0","0","0","23","0","2323","0","1","middle_rectangle","50pct","50pct","0","6","pic5.jpg","50","40","0","6","flower6.jpg","50","58","0","1","left_rectangle","15pct","15pct","0","1","right_rectangle","15pct","85pct","0","1","top          bottom","15","15","0","1","top          top","15","85","0","1","Press E","4","15","0","1","Press I","4","85","0"
"060417","20:30:23","871757282","198956067","4.0.10.0","1","16","RMTS_test_1","A_negative_synonyms_right","750","0","0","0","0","0","18","0","4099","0","1","middle_rectangle","50pct","50pct","2","3","pic3.jpg","50","40","2","2","insect2.jpg","50","58","2","1","left_rectangle","15pct","15pct","2","1","right_rectangle","15pct","85pct","2","2","bottom       top","15","15","2","2","bottom       bottom","15","85","2","1","Press E","4","15","2","1","Press I","4","85","2"
"060417","20:30:17","204775815","705011027","4.0.10.0","1","1","RMTS_test_1","A_negative_synonyms_right","750","0","0","0","0","0","23","1","4218","0","1","middle_rectangle","50pct","50pct","2","3","pic3.jpg","50","40","2","1","insect1.jpg","50","58","2","1","left_rectangle","15pct","15pct","2","1","right_rectangle","15pct","85pct","2","4","full         empty","15","15","2","4","full         full","15","85","2","1","Press E","4","15","2","1","Press I","4","85","2"
"060417","20:30:17","204775815","705011027","4.0.10.0","1","2","RMTS_test_1","A_positive_antonyms_left","750","0","0","0","0","0","23","0","1396","0","1","middle_rectangle","50pct","50pct","0","6","pic5.jpg","50","40","0","1","flower1.jpg","50","58","0","1","left_rectangle","15pct","15pct","0","1","right_rectangle","15pct","85pct","0","3","empty        full","15","15","0","3","empty        empty","15","85","0","1","Press E","4","15","0","1","Press I","4","85","0"
"060417","20:30:17","204775815","705011027","4.0.10.0","1","3","RMTS_test_1","A_negative_synonyms_right","750","0","0","0","0","0","23","1","8362","0","1","middle_rectangle","50pct","50pct","1","5","pic5.jpg","50","40","1","2","insect2.jpg","50","58","1","1","left_rectangle","15pct","15pct","1","1","right_rectangle","15pct","85pct","1","6","slow         fast","15","15","1","6","slow         slow","15","85","1","1","Press E","4","15","1","1","Press I","4","85","1"
"060417","20:30:17","204775815","705011027","4.0.10.0","1","4","RMTS_test_1","A_positive_antonyms_left","750","0","0","0","0","0","18","1","3868","0","1","middle_rectangle","50pct","50pct","0","4","pic4.jpg","50","40","0","3","flower3.jpg","50","58","0","1","left_rectangle","15pct","15pct","0","1","right_rectangle","15pct","85pct","0","2","bottom       top","15","15","0","2","bottom       bottom","15","85","0","1","Press E","4","15","0","1","Press I","4","85","0"
"060417","20:30:17","204775815","705011027","4.0.10.0","1","5","RMTS_test_1","A_negative_synonyms_right","750","0","0","0","0","0","18","0","2960","0","1","middle_rectangle","50pct","50pct","0","1","pic1.jpg","50","40","0","4","insect4.jpg","50","58","0","1","left_rectangle","15pct","15pct","0","1","right_rectangle","15pct","85pct","0","5","fast         slow","15","15","0","5","fast         fast","15","85","0","1","Press E","4","15","0","1","Press I","4","85","0"
"060417","20:30:17","204775815","705011027","4.0.10.0","1","6","RMTS_test_1","A_positive_antonyms_left","750","0","0","0","0","0","23","0","1770","0","1","middle_rectangle","50pct","50pct","0","2","pic2.jpg","50","40","0","6","flower6.jpg","50","58","0","1","left_rectangle","15pct","15pct","0","1","right_rectangle","15pct","85pct","0","1","top          bottom","15","15","0","1","top          top","15","85","0","1","Press E","4","15","0","1","Press I","4","85","0"
"060417","20:30:17","204775815","705011027","4.0.10.0","1","7","RMTS_test_1","A_negative_synonyms_right","750","0","0","0","0","0","18","0","2671","0","1","middle_rectangle","50pct","50pct","1","1","pic1.jpg","50","40","1","6","insect6.jpg","50","58","1","1","left_rectangle","15pct","15pct","1","1","right_rectangle","15pct","85pct","1","3","empty        full","15","15","1","3","empty        empty","15","85","1","1","Press E","4","15","1","1","Press I","4","85","1"
"060417","20:30:17","204775815","705011027","4.0.10.0","1","8","RMTS_test_1","A_positive_antonyms_left","750","0","0","0","0","0","18","1","3663","0","1","middle_rectangle","50pct","50pct","1","5","pic5.jpg","50","40","1","5","flower5.jpg","50","58","1","1","left_rectangle","15pct","15pct","1","1","right_rectangle","15pct","85pct","1","2","bottom       top","15","15","1","2","bottom       bottom","15","85","1","1","Press E","4","15","1","1","Press I","4","85","1"
"060417","20:30:17","204775815","705011027","4.0.10.0","1","9","RMTS_test_1","A_negative_synonyms_right","750","0","0","0","0","0","18","0","2811","0","1","middle_rectangle","50pct","50pct","0","3","pic3.jpg","50","40","0","5","insect5.jpg","50","58","0","1","left_rectangle","15pct","15pct","0","1","right_rectangle","15pct","85pct","0","1","top          bottom","15","15","0","1","top          top","15","85","0","1","Press E","4","15","0","1","Press I","4","85","0"
"060417","20:30:17","204775815","705011027","4.0.10.0","1","10","RMTS_test_1","A_positive_antonyms_left","750","0","0","0","0","0","23","0","1786","0","1","middle_rectangle","50pct","50pct","1","2","pic2.jpg","50","40","1","2","flower2.jpg","50","58","1","1","left_rectangle","15pct","15pct","1","1","right_rectangle","15pct","85pct","1","4","full         empty","15","15","1","4","full         full","15","85","1","1","Press E","4","15","1","1","Press I","4","85","1"
"060417","20:30:17","204775815","705011027","4.0.10.0","1","11","RMTS_test_1","A_negative_synonyms_right","750","0","0","0","0","0","18","0","1698","0","1","middle_rectangle","50pct","50pct","0","4","pic4.jpg","50","40","0","3","insect3.jpg","50","58","0","1","left_rectangle","15pct","15pct","0","1","right_rectangle","15pct","85pct","0","6","slow         fast","15","15","0","6","slow         slow","15","85","0","1","Press E","4","15","0","1","Press I","4","85","0"
"060417","20:30:17","204775815","705011027","4.0.10.0","1","12","RMTS_test_1","A_positive_antonyms_left","750","0","0","0","0","0","23","0","1612","0","1","middle_rectangle","50pct","50pct","1","6","pic5.jpg","50","40","1","4","flower4.jpg","50","58","1","1","left_rectangle","15pct","15pct","1","1","right_rectangle","15pct","85pct","1","5","fast         slow","15","15","1","5","fast         fast","15","85","1","1","Press E","4","15","1","1","Press I","4","85","1"
"060417","20:30:17","204775815","705011027","4.0.10.0","1","13","RMTS_test_1","A_negative_synonyms_right","750","0","0","0","0","0","23","1","3638","0","1","middle_rectangle","50pct","50pct","1","2","pic2.jpg","50","40","1","5","insect5.jpg","50","58","1","1","left_rectangle","15pct","15pct","1","1","right_rectangle","15pct","85pct","1","4","full         empty","15","15","1","4","full         full","15","85","1","1","Press E","4","15","1","1","Press I","4","85","1"
"060417","20:30:17","204775815","705011027","4.0.10.0","1","14","RMTS_test_1","A_positive_antonyms_left","750","0","0","0","0","0","23","0","1877","0","1","middle_rectangle","50pct","50pct","1","3","pic3.jpg","50","40","1","6","flower6.jpg","50","58","1","1","left_rectangle","15pct","15pct","1","1","right_rectangle","15pct","85pct","1","1","top          bottom","15","15","1","1","top          top","15","85","1","1","Press E","4","15","1","1","Press I","4","85","1"
"060417","20:30:17","204775815","705011027","4.0.10.0","1","15","RMTS_test_1","A_negative_synonyms_right","750","0","0","0","0","0","18","0","2376","0","1","middle_rectangle","50pct","50pct","0","5","pic5.jpg","50","40","0","4","insect4.jpg","50","58","0","1","left_rectangle","15pct","15pct","0","1","right_rectangle","15pct","85pct","0","2","bottom       top","15","15","0","2","bottom       bottom","15","85","0","1","Press E","4","15","0","1","Press I","4","85","0"
"060417","20:30:17","204775815","705011027","4.0.10.0","1","16","RMTS_test_1","A_positive_antonyms_left","750","0","0","0","0","0","18","1","3843","0","1","middle_rectangle","50pct","50pct","0","1","pic1.jpg","50","40","0","5","flower5.jpg","50","58","0","1","left_rectangle","15pct","15pct","0","1","right_rectangle","15pct","85pct","0","3","empty        full","15","15","0","3","empty        empty","15","85","0","1","Press E","4","15","0","1","Press I","4","85","0"
"060417","15:31:01","107177352","455114621","4.0.10.0","1","1","RMTS_test_2","A_positive_synonyms_right","750","0","0","0","0","0","18","0","2899","0","1","middle_rectangle","50pct","50pct","36","4","pic4.jpg","50","40","36","2","flower2.jpg","50","58","36","1","left_rectangle","15pct","15pct","36","1","right_rectangle","15pct","85pct","36","6","slow         fast","15","15","36","6","slow         slow","15","85","36","1","Press E","4","15","36","1","Press I","4","85","36"
"060417","15:31:01","107177352","455114621","4.0.10.0","1","2","RMTS_test_2","A_negative_antonyms_left","750","0","0","0","0","0","23","0","3453","0","1","middle_rectangle","50pct","50pct","1","5","pic5.jpg","50","40","1","6","insect6.jpg","50","58","1","1","left_rectangle","15pct","15pct","1","1","right_rectangle","15pct","85pct","1","5","fast         slow","15","15","1","5","fast         fast","15","85","1","1","Press E","4","15","1","1","Press I","4","85","1"
"060417","15:31:01","107177352","455114621","4.0.10.0","1","3","RMTS_test_2","A_positive_synonyms_right","750","0","0","0","0","0","23","1","4844","0","1","middle_rectangle","50pct","50pct","1","3","pic3.jpg","50","40","1","6","flower6.jpg","50","58","1","1","left_rectangle","15pct","15pct","1","1","right_rectangle","15pct","85pct","1","1","top          bottom","15","15","1","1","top          top","15","85","1","1","Press E","4","15","1","1","Press I","4","85","1"
"060417","15:31:01","107177352","455114621","4.0.10.0","1","4","RMTS_test_2","A_negative_antonyms_left","750","0","0","0","0","0","23","0","2111","0","1","middle_rectangle","50pct","50pct","0","1","pic1.jpg","50","40","0","3","insect3.jpg","50","58","0","1","left_rectangle","15pct","15pct","0","1","right_rectangle","15pct","85pct","0","4","full         empty","15","15","0","4","full         full","15","85","0","1","Press E","4","15","0","1","Press I","4","85","0"
"060417","15:31:01","107177352","455114621","4.0.10.0","1","5","RMTS_test_2","A_positive_synonyms_right","750","0","0","0","0","0","23","1","1206","0","1","middle_rectangle","50pct","50pct","0","2","pic2.jpg","50","40","0","4","flower4.jpg","50","58","0","1","left_rectangle","15pct","15pct","0","1","right_rectangle","15pct","85pct","0","2","bottom       top","15","15","0","2","bottom       bottom","15","85","0","1","Press E","4","15","0","1","Press I","4","85","0"
"060417","15:31:01","107177352","455114621","4.0.10.0","1","6","RMTS_test_2","A_negative_antonyms_left","750","0","0","0","0","0","23","0","539","0","1","middle_rectangle","50pct","50pct","0","6","pic5.jpg","50","40","0","4","insect4.jpg","50","58","0","1","left_rectangle","15pct","15pct","0","1","right_rectangle","15pct","85pct","0","3","empty        full","15","15","0","3","empty        empty","15","85","0","1","Press E","4","15","0","1","Press I","4","85","0"
"060417","15:31:01","107177352","455114621","4.0.10.0","1","7","RMTS_test_2","A_positive_synonyms_right","750","0","0","0","0","0","23","1","3276","0","1","middle_rectangle","50pct","50pct","0","3","pic3.jpg","50","40","0","5","flower5.jpg","50","58","0","1","left_rectangle","15pct","15pct","0","1","right_rectangle","15pct","85pct","0","6","slow         fast","15","15","0","6","slow         slow","15","85","0","1","Press E","4","15","0","1","Press I","4","85","0"
"060417","15:31:01","107177352","455114621","4.0.10.0","1","8","RMTS_test_2","A_negative_antonyms_left","750","0","0","0","0","0","23","0","1030","0","1","middle_rectangle","50pct","50pct","0","6","pic5.jpg","50","40","0","2","insect2.jpg","50","58","0","1","left_rectangle","15pct","15pct","0","1","right_rectangle","15pct","85pct","0","4","full         empty","15","15","0","4","full         full","15","85","0","1","Press E","4","15","0","1","Press I","4","85","0"
"060417","15:31:01","107177352","455114621","4.0.10.0","1","9","RMTS_test_2","A_positive_synonyms_right","750","0","0","0","0","0","23","1","645","0","1","middle_rectangle","50pct","50pct","0","1","pic1.jpg","50","40","0","3","flower3.jpg","50","58","0","1","left_rectangle","15pct","15pct","0","1","right_rectangle","15pct","85pct","0","5","fast         slow","15","15","0","5","fast         fast","15","85","0","1","Press E","4","15","0","1","Press I","4","85","0"
"060417","15:31:01","107177352","455114621","4.0.10.0","1","10","RMTS_test_2","A_negative_antonyms_left","750","0","0","0","0","0","23","0","1874","0","1","middle_rectangle","50pct","50pct","0","5","pic5.jpg","50","40","0","5","insect5.jpg","50","58","0","1","left_rectangle","15pct","15pct","0","1","right_rectangle","15pct","85pct","0","2","bottom       top","15","15","0","2","bottom       bottom","15","85","0","1","Press E","4","15","0","1","Press I","4","85","0"
"060417","15:31:01","107177352","455114621","4.0.10.0","1","11","RMTS_test_2","A_positive_synonyms_right","750","0","0","0","0","0","23","1","1085","0","1","middle_rectangle","50pct","50pct","0","4","pic4.jpg","50","40","0","1","flower1.jpg","50","58","0","1","left_rectangle","15pct","15pct","0","1","right_rectangle","15pct","85pct","0","3","empty        full","15","15","0","3","empty        empty","15","85","0","1","Press E","4","15","0","1","Press I","4","85","0"
"060417","15:31:01","107177352","455114621","4.0.10.0","1","12","RMTS_test_2","A_negative_antonyms_left","750","0","0","0","0","0","23","0","497","0","1","middle_rectangle","50pct","50pct","0","2","pic2.jpg","50","40","0","1","insect1.jpg","50","58","0","1","left_rectangle","15pct","15pct","0","1","right_rectangle","15pct","85pct","0","1","top          bottom","15","15","0","1","top          top","15","85","0","1","Press E","4","15","0","1","Press I","4","85","0"
"060417","15:31:01","107177352","455114621","4.0.10.0","1","13","RMTS_test_2","A_positive_synonyms_right","750","0","0","0","0","0","23","1","282","0","1","middle_rectangle","50pct","50pct","0","6","pic5.jpg","50","40","0","4","flower4.jpg","50","58","0","1","left_rectangle","15pct","15pct","0","1","right_rectangle","15pct","85pct","0","3","empty        full","15","15","0","3","empty        empty","15","85","0","1","Press E","4","15","0","1","Press I","4","85","0"
"060417","15:31:01","107177352","455114621","4.0.10.0","1","14","RMTS_test_2","A_negative_antonyms_left","750","0","0","0","0","0","23","0","283","0","1","middle_rectangle","50pct","50pct","0","3","pic3.jpg","50","40","0","4","insect4.jpg","50","58","0","1","left_rectangle","15pct","15pct","0","1","right_rectangle","15pct","85pct","0","2","bottom       top","15","15","0","2","bottom       bottom","15","85","0","1","Press E","4","15","0","1","Press I","4","85","0"
"060417","15:31:01","107177352","455114621","4.0.10.0","1","15","RMTS_test_2","A_positive_synonyms_right","750","0","0","0","0","0","23","1","1330","0","1","middle_rectangle","50pct","50pct","0","5","pic5.jpg","50","40","0","5","flower5.jpg","50","58","0","1","left_rectangle","15pct","15pct","0","1","right_rectangle","15pct","85pct","0","4","full         empty","15","15","0","4","full         full","15","85","0","1","Press E","4","15","0","1","Press I","4","85","0"
"060417","15:31:01","107177352","455114621","4.0.10.0","1","16","RMTS_test_2","A_negative_antonyms_left","750","0","0","0","0","0","23","0","323","0","1","middle_rectangle","50pct","50pct","0","4","pic4.jpg","50","40","0","1","insect1.jpg","50","58","0","1","left_rectangle","15pct","15pct","0","1","right_rectangle","15pct","85pct","0","6","slow         fast","15","15","0","6","slow         slow","15","85","0","1","Press E","4","15","0","1","Press I","4","85","0"
"060417","15:30:48","772373814","904483451","4.0.10.0","1","1","RMTS_test_1","A_negative_synonyms_right","750","0","0","0","0","0","23","1","2630","0","1","middle_rectangle","50pct","50pct","7","2","pic2.jpg","50","40","7","6","insect6.jpg","50","58","7","1","left_rectangle","15pct","15pct","7","1","right_rectangle","15pct","85pct","7","6","slow         fast","15","15","7","6","slow         slow","15","85","7","1","Press E","4","15","7","1","Press I","4","85","7"
"060417","15:30:48","772373814","904483451","4.0.10.0","1","2","RMTS_test_1","A_positive_antonyms_left","750","0","0","0","0","0","23","0","2773","0","1","middle_rectangle","50pct","50pct","6","5","pic5.jpg","50","40","6","5","flower5.jpg","50","58","6","1","left_rectangle","15pct","15pct","6","1","right_rectangle","15pct","85pct","6","2","bottom       top","15","15","6","2","bottom       bottom","15","85","6","1","Press E","4","15","6","1","Press I","4","85","6"
"060417","15:30:48","772373814","904483451","4.0.10.0","1","3","RMTS_test_1","A_negative_synonyms_right","750","0","0","0","0","0","23","1","2119","0","1","middle_rectangle","50pct","50pct","4","1","pic1.jpg","50","40","4","3","insect3.jpg","50","58","4","1","left_rectangle","15pct","15pct","4","1","right_rectangle","15pct","85pct","4","1","top          bottom","15","15","4","1","top          top","15","85","4","1","Press E","4","15","4","1","Press I","4","85","4"
"060417","15:30:48","772373814","904483451","4.0.10.0","1","4","RMTS_test_1","A_positive_antonyms_left","750","0","0","0","0","0","18","1","2105","0","1","middle_rectangle","50pct","50pct","4","4","pic4.jpg","50","40","4","4","flower4.jpg","50","58","4","1","left_rectangle","15pct","15pct","4","1","right_rectangle","15pct","85pct","4","5","fast         slow","15","15","4","5","fast         fast","15","85","4","1","Press E","4","15","4","1","Press I","4","85","4"
"060417","15:30:48","772373814","904483451","4.0.10.0","1","5","RMTS_test_1","A_negative_synonyms_right","750","0","0","0","0","0","18","0","2374","0","1","middle_rectangle","50pct","50pct","4","6","pic5.jpg","50","40","4","5","insect5.jpg","50","58","4","1","left_rectangle","15pct","15pct","4","1","right_rectangle","15pct","85pct","4","4","full         empty","15","15","4","4","full         full","15","85","4","1","Press E","4","15","4","1","Press I","4","85","4"
"060417","15:30:48","772373814","904483451","4.0.10.0","1","6","RMTS_test_1","A_positive_antonyms_left","750","0","0","0","0","0","23","0","1168","0","1","middle_rectangle","50pct","50pct","3","3","pic3.jpg","50","40","3","2","flower2.jpg","50","58","3","1","left_rectangle","15pct","15pct","3","1","right_rectangle","15pct","85pct","3","3","empty        full","15","15","3","3","empty        empty","15","85","3","1","Press E","4","15","3","1","Press I","4","85","3"
"060417","15:30:48","772373814","904483451","4.0.10.0","1","7","RMTS_test_1","A_negative_synonyms_right","750","0","0","0","0","0","18","0","338","0","1","middle_rectangle","50pct","50pct","4","1","pic1.jpg","50","40","4","1","insect1.jpg","50","58","4","1","left_rectangle","15pct","15pct","4","1","right_rectangle","15pct","85pct","4","2","bottom       top","15","15","4","2","bottom       bottom","15","85","4","1","Press E","4","15","4","1","Press I","4","85","4"
"060417","15:30:48","772373814","904483451","4.0.10.0","1","8","RMTS_test_1","A_positive_antonyms_left","750","0","0","0","0","0","18","1","37","0","1","middle_rectangle","50pct","50pct","4","6","pic5.jpg","50","40","4","1","flower1.jpg","50","58","4","1","left_rectangle","15pct","15pct","4","1","right_rectangle","15pct","85pct","4","4","full         empty","15","15","4","4","full         full","15","85","4","1","Press E","4","15","4","1","Press I","4","85","4"
"060417","15:30:48","772373814","904483451","4.0.10.0","1","9","RMTS_test_1","A_negative_synonyms_right","750","0","0","0","0","0","18","0","312","0","1","middle_rectangle","50pct","50pct","4","2","pic2.jpg","50","40","4","4","insect4.jpg","50","58","4","1","left_rectangle","15pct","15pct","4","1","right_rectangle","15pct","85pct","4","5","fast         slow","15","15","4","5","fast         fast","15","85","4","1","Press E","4","15","4","1","Press I","4","85","4"
"060417","15:30:48","772373814","904483451","4.0.10.0","1","10","RMTS_test_1","A_positive_antonyms_left","750","0","0","0","0","0","23","0","68","0","1","middle_rectangle","50pct","50pct","3","3","pic3.jpg","50","40","3","3","flower3.jpg","50","58","3","1","left_rectangle","15pct","15pct","3","1","right_rectangle","15pct","85pct","3","3","empty        full","15","15","3","3","empty        empty","15","85","3","1","Press E","4","15","3","1","Press I","4","85","3"
"060417","15:30:48","772373814","904483451","4.0.10.0","1","11","RMTS_test_1","A_negative_synonyms_right","750","0","0","0","0","0","23","1","308","0","1","middle_rectangle","50pct","50pct","4","4","pic4.jpg","50","40","4","2","insect2.jpg","50","58","4","1","left_rectangle","15pct","15pct","4","1","right_rectangle","15pct","85pct","4","6","slow         fast","15","15","4","6","slow         slow","15","85","4","1","Press E","4","15","4","1","Press I","4","85","4"
"060417","15:30:48","772373814","904483451","4.0.10.0","1","12","RMTS_test_1","A_positive_antonyms_left","750","0","0","0","0","0","18","1","511","0","1","middle_rectangle","50pct","50pct","5","5","pic5.jpg","50","40","5","6","flower6.jpg","50","58","5","1","left_rectangle","15pct","15pct","5","1","right_rectangle","15pct","85pct","5","1","top          bottom","15","15","5","1","top          top","15","85","5","1","Press E","4","15","5","1","Press I","4","85","5"
"060417","15:30:48","772373814","904483451","4.0.10.0","1","13","RMTS_test_1","A_negative_synonyms_right","750","0","0","0","0","0","18","0","276","0","1","middle_rectangle","50pct","50pct","4","2","pic2.jpg","50","40","4","6","insect6.jpg","50","58","4","1","left_rectangle","15pct","15pct","4","1","right_rectangle","15pct","85pct","4","4","full         empty","15","15","4","4","full         full","15","85","4","1","Press E","4","15","4","1","Press I","4","85","4"
"060417","15:30:48","772373814","904483451","4.0.10.0","1","14","RMTS_test_1","A_positive_antonyms_left","750","0","0","0","0","0","18","1","2347","0","1","middle_rectangle","50pct","50pct","4","6","pic5.jpg","50","40","4","5","flower5.jpg","50","58","4","1","left_rectangle","15pct","15pct","4","1","right_rectangle","15pct","85pct","4","5","fast         slow","15","15","4","5","fast         fast","15","85","4","1","Press E","4","15","4","1","Press I","4","85","4"
