"","V1","date","time","group","subject","build","blocknum","trialnum","blockcode","trialcode","pretrialpause","posttrialpause","windowcenter","trialduration","trialtimeout","blocktimeout","response","correct","latency","inwindow"
"87","87","060417","20:24:40","385569976","517718713","4.0.10.0","1","2","demographics","age","0","0","0","0","0","0","32","1","3760","0"
"88","88","060417","20:24:40","385569976","517718713","4.0.10.0","1","3","demographics","gender","0","0","0","0","0","0","Male","1","2706","0"
"89","89","060417","20:24:25","267939999","925039195","4.0.10.0","1","2","demographics","age","0","0","0","0","0","0","39","1","3205","0"
"90","90","060417","20:24:25","267939999","925039195","4.0.10.0","1","3","demographics","gender","0","0","0","0","0","0","female","1","3706","0"
"91","91","060417","20:23:50","951300841","763070601","4.0.10.0","1","2","demographics","age","0","0","0","0","0","0","45","1","2936","0"
"92","92","060417","20:23:50","951300841","763070601","4.0.10.0","1","3","demographics","gender","0","0","0","0","0","0","Female","1","9021","0"
"93","93","060417","20:23:23","871757282","198956067","4.0.10.0","1","2","demographics","age","0","0","0","0","0","0","31","1","3251","0"
"94","94","060417","20:23:23","871757282","198956067","4.0.10.0","1","3","demographics","gender","0","0","0","0","0","0","Female","1","4802","0"
"95","95","060417","20:23:02","204775815","705011027","4.0.10.0","1","2","demographics","age","0","0","0","0","0","0","58","1","2927","0"
"96","96","060417","20:23:02","204775815","705011027","4.0.10.0","1","3","demographics","gender","0","0","0","0","0","0","Female","1","5828","0"
"97","97","060417","20:24:43","482572247","375844458","4.0.10.0","1","2","demographics","age","0","0","0","0","0","0","30","1","5006","0"
"98","98","060417","20:24:43","482572247","375844458","4.0.10.0","1","3","demographics","gender","0","0","0","0","0","0","female","1","6522","0"
"99","99","060417","20:22:54","286134369","590321421","4.0.10.0","1","2","demographics","age","0","0","0","0","0","0","50","1","2961","0"
"100","100","060417","20:22:54","286134369","590321421","4.0.10.0","1","3","demographics","gender","0","0","0","0","0","0","Male","1","4905","0"
"101","101","060417","12:21:58","811859800","426569000","4.0.10.0","1","2","demographics","age","0","0","0","0","0","0","34","1","2705","0"
"102","102","060417","12:21:58","811859800","426569000","4.0.10.0","1","3","demographics","gender","0","0","0","0","0","0","male","1","38186","0"
"103","103","060417","20:21:45","328183299","689704003","4.0.10.0","1","2","demographics","age","0","0","0","0","0","0","26","1","3803","0"
"104","104","060417","20:21:45","328183299","689704003","4.0.10.0","1","3","demographics","gender","0","0","0","0","0","0","Male","1","5640","0"
"105","105","060417","20:22:17","378134443","480282262","4.0.10.0","1","2","demographics","age","0","0","0","0","0","0","35","1","3310","0"
"106","106","060417","20:22:17","378134443","480282262","4.0.10.0","1","3","demographics","gender","0","0","0","0","0","0","MALE","1","6730","0"
"107","107","060417","20:22:12","171362267","182730250","4.0.10.0","1","2","demographics","age","0","0","0","0","0","0","45","1","2962","0"
"108","108","060417","20:22:12","171362267","182730250","4.0.10.0","1","3","demographics","gender","0","0","0","0","0","0","Female","1","3760","0"
"109","109","060417","14:21:48","564915198","63537318","4.0.10.0","1","2","demographics","age","0","0","0","0","0","0","30 ","1","4227","0"
"110","110","060417","14:21:48","564915198","63537318","4.0.10.0","1","3","demographics","gender","0","0","0","0","0","0","Male","1","4087","0"
"111","111","060417","20:21:29","563938321","537108713","4.0.10.0","1","2","demographics","age","0","0","0","0","0","0","18","1","4511","0"
"112","112","060417","20:21:29","563938321","537108713","4.0.10.0","1","3","demographics","gender","0","0","0","0","0","0","Male","1","3425","0"
"113","113","060417","20:21:23","620414856","479141539","4.0.10.0","1","2","demographics","age","0","0","0","0","0","0","28","1","4894","0"
"114","114","060417","20:21:23","620414856","479141539","4.0.10.0","1","3","demographics","gender","0","0","0","0","0","0","Male","1","8836","0"
"115","115","060417","20:20:49","171362267","182730250","4.0.10.0","1","2","demographics","age","0","0","0","0","0","0","45","1","3468","0"
"116","116","060417","20:20:49","171362267","182730250","4.0.10.0","1","3","demographics","gender","0","0","0","0","0","0","Female","1","7382","0"
"117","117","060417","13:21:18","469570529","934992350","4.0.10.0","1","2","demographics","age","0","0","0","0","0","0","39","1","4468","0"
"118","118","060417","13:21:18","469570529","934992350","4.0.10.0","1","3","demographics","gender","0","0","0","0","0","0","Male","1","3210","0"
"119","119","060417","15:20:56","859162083","755042910","4.0.10.0","1","2","demographics","age","0","0","0","0","0","0","18","1","5046","0"
"120","120","060417","15:20:56","859162083","755042910","4.0.10.0","1","3","demographics","gender","0","0","0","0","0","0","Male","1","4258","0"
"121","121","060417","20:15:43","858952335","203701544","4.0.10.0","1","2","demographics","age","0","0","0","0","0","0","41","1","4180","0"
"122","122","060417","20:15:43","858952335","203701544","4.0.10.0","1","3","demographics","gender","0","0","0","0","0","0","Female","1","8507","0"
"123","123","060417","12:19:32","483342603","389506996","4.0.10.0","1","2","demographics","age","0","0","0","0","0","0","32","1","3551","0"
"124","124","060417","12:19:32","483342603","389506996","4.0.10.0","1","3","demographics","gender","0","0","0","0","0","0","female","1","6380","0"
"125","125","060417","20:19:54","522265016","502702267","4.0.10.0","1","2","demographics","age","0","0","0","0","0","0","37","1","5402","0"
"126","126","060417","20:19:54","522265016","502702267","4.0.10.0","1","3","demographics","gender","0","0","0","0","0","0","Male","1","3361","0"
"127","127","060417","20:19:53","837672870","814046299","4.0.10.0","1","2","demographics","age","0","0","0","0","0","0","24","1","5384","0"
"128","128","060417","20:19:53","837672870","814046299","4.0.10.0","1","3","demographics","gender","0","0","0","0","0","0","Female","1","5150","0"
"129","129","060417","20:19:54","334251702","325123416","4.0.10.0","1","2","demographics","age","0","0","0","0","0","0","24","1","4773","0"
"130","130","060417","20:19:54","334251702","325123416","4.0.10.0","1","3","demographics","gender","0","0","0","0","0","0","Male","1","3777","0"
"131","131","060417","20:19:57","864018913","343989429","4.0.10.0","1","2","demographics","age","0","0","0","0","0","0","51","1","5411","0"
"132","132","060417","20:19:57","864018913","343989429","4.0.10.0","1","3","demographics","gender","0","0","0","0","0","0","Male","1","5557","0"
"133","133","060417","20:19:08","666450096","178711551","4.0.10.0","1","2","demographics","age","0","0","0","0","0","0","36","1","4050","0"
"134","134","060417","20:19:08","666450096","178711551","4.0.10.0","1","3","demographics","gender","0","0","0","0","0","0","Female","1","4989","0"
"135","135","060417","20:18:03","306377556","174681585","4.0.10.0","1","2","demographics","age","0","0","0","0","0","0","40","1","12343","0"
"136","136","060417","20:18:03","306377556","174681585","4.0.10.0","1","3","demographics","gender","0","0","0","0","0","0","male","1","6783","0"
"137","137","060417","20:23:50","254526889","613029052","4.0.10.0","1","2","demographics","age","0","0","0","0","0","0","29","1","4804","0"
"138","138","060417","20:23:50","254526889","613029052","4.0.10.0","1","3","demographics","gender","0","0","0","0","0","0","Male","1","3460","0"
"139","139","060417","15:18:35","731217004","697604995","4.0.10.0","1","2","demographics","age","0","0","0","0","0","0","24","1","7009","0"
"140","140","060417","15:18:35","731217004","697604995","4.0.10.0","1","3","demographics","gender","0","0","0","0","0","0","female ","1","3428","0"
"141","141","060417","15:18:44","139447136","582580255","4.0.10.0","1","2","demographics","age","0","0","0","0","0","0","25","1","2359","0"
"142","142","060417","15:18:44","139447136","582580255","4.0.10.0","1","3","demographics","gender","0","0","0","0","0","0","female","1","4241","0"
"143","143","060417","20:18:04","469494194","802914543","4.0.10.0","1","2","demographics","age","0","0","0","0","0","0","41","1","3956","0"
"144","144","060417","20:18:04","469494194","802914543","4.0.10.0","1","3","demographics","gender","0","0","0","0","0","0","Female","1","3590","0"
"145","145","060417","20:17:14","459678011","168185587","4.0.10.0","1","2","demographics","age","0","0","0","0","0","0","37","1","4469","0"
"146","146","060417","20:17:14","459678011","168185587","4.0.10.0","1","3","demographics","gender","0","0","0","0","0","0","Female","1","8511","0"
"147","147","060417","20:17:50","919374337","436888456","4.0.10.0","1","2","demographics","age","0","0","0","0","0","0","28","1","6376","0"
"148","148","060417","20:17:50","919374337","436888456","4.0.10.0","1","3","demographics","gender","0","0","0","0","0","0","Male","1","4690","0"
"149","149","060417","15:16:59","515852736","855721928","4.0.10.0","1","2","demographics","age","0","0","0","0","0","0","23","1","2904","0"
"150","150","060417","15:16:59","515852736","855721928","4.0.10.0","1","3","demographics","gender","0","0","0","0","0","0","female","1","15239","0"
"151","151","060417","20:19:03","145257749","453635385","4.0.10.0","1","2","demographics","age","0","0","0","0","0","0","55","1","4976","0"
"152","152","060417","20:19:03","145257749","453635385","4.0.10.0","1","3","demographics","gender","0","0","0","0","0","0","female","1","9030","0"
"153","153","060417","15:17:11","716155174","354286018","4.0.10.0","1","2","demographics","age","0","0","0","0","0","0","25","1","6627","0"
"154","154","060417","15:17:11","716155174","354286018","4.0.10.0","1","3","demographics","gender","0","0","0","0","0","0","female","1","6356","0"
"155","155","060417","15:17:15","93588520","505304615","4.0.10.0","1","2","demographics","age","0","0","0","0","0","0","28","1","4711","0"
"156","156","060417","15:17:15","93588520","505304615","4.0.10.0","1","3","demographics","gender","0","0","0","0","0","0","female","1","4286","0"
"157","157","060417","20:17:14","499366255","877509404","4.0.10.0","1","2","demographics","age","0","0","0","0","0","0","56","1","3520","0"
"158","158","060417","20:17:14","499366255","877509404","4.0.10.0","1","3","demographics","gender","0","0","0","0","0","0","female","1","4156","0"
"159","159","060417","20:17:07","133317836","627691626","4.0.10.0","1","2","demographics","age","0","0","0","0","0","0","28","1","3223","0"
"160","160","060417","20:17:07","133317836","627691626","4.0.10.0","1","3","demographics","gender","0","0","0","0","0","0","male","1","3043","0"
"161","161","060417","20:16:28","222526036","346250836","4.0.10.0","1","2","demographics","age","0","0","0","0","0","0","49","1","6883","0"
"162","162","060417","20:16:28","222526036","346250836","4.0.10.0","1","3","demographics","gender","0","0","0","0","0","0","female","1","6545","0"
"163","163","060417","20:16:32","139170164","727211900","4.0.10.0","1","2","demographics","age","0","0","0","0","0","0","34","1","2576","0"
"164","164","060417","20:16:32","139170164","727211900","4.0.10.0","1","3","demographics","gender","0","0","0","0","0","0","female","1","3849","0"
"165","165","060417","15:16:07","327566851","639261157","4.0.10.0","1","2","demographics","age","0","0","0","0","0","0","25","1","3241","0"
"166","166","060417","15:16:07","327566851","639261157","4.0.10.0","1","3","demographics","gender","0","0","0","0","0","0","Male","1","3404","0"
"167","167","060417","20:16:21","581739212","995653998","4.0.10.0","1","2","demographics","age","0","0","0","0","0","0","24","1","3594","0"
"168","168","060417","20:16:21","581739212","995653998","4.0.10.0","1","3","demographics","gender","0","0","0","0","0","0","M","1","3052","0"
"169","169","060417","20:16:12","922135670","917032107","4.0.10.0","1","2","demographics","age","0","0","0","0","0","0","37","1","3238","0"
"170","170","060417","20:16:12","922135670","917032107","4.0.10.0","1","3","demographics","gender","0","0","0","0","0","0","female","1","4676","0"
"171","171","060417","20:14:44","54145913","595534358","4.0.10.0","1","2","demographics","age","0","0","0","0","0","0","50","1","3531","0"
"172","172","060417","20:14:44","54145913","595534358","4.0.10.0","1","3","demographics","gender","0","0","0","0","0","0","Female","1","5149","0"
"173","173","060417","14:15:02","86509825","511794391","4.0.10.0","1","2","demographics","age","0","0","0","0","0","0","19","1","5148","0"
"174","174","060417","14:15:02","86509825","511794391","4.0.10.0","1","3","demographics","gender","0","0","0","0","0","0","Male","1","3511","0"
"175","175","060417","15:14:46","111883285","441839737","4.0.10.0","1","2","demographics","age","0","0","0","0","0","0","39","1","4213","0"
"176","176","060417","15:14:46","111883285","441839737","4.0.10.0","1","3","demographics","gender","0","0","0","0","0","0","male","1","4338","0"
"177","177","060417","20:15:37","525359250","157097151","4.0.10.0","1","2","demographics","age","0","0","0","0","0","0","23","1","2110","0"
"178","178","060417","20:15:37","525359250","157097151","4.0.10.0","1","3","demographics","gender","0","0","0","0","0","0","female","1","3772","0"
"179","179","060417","14:15:21","93538017","467840940","4.0.10.0","1","2","demographics","age","0","0","0","0","0","0","21","1","3357","0"
"180","180","060417","14:15:21","93538017","467840940","4.0.10.0","1","3","demographics","gender","0","0","0","0","0","0","Female","1","5574","0"
"181","181","060417","20:15:12","864418781","384021627","4.0.10.0","1","2","demographics","age","0","0","0","0","0","0","39","1","4892","0"
"182","182","060417","20:15:12","864418781","384021627","4.0.10.0","1","3","demographics","gender","0","0","0","0","0","0","female","1","7286","0"
"183","183","060417","15:14:27","142934024","723727534","4.0.10.0","1","2","demographics","age","0","0","0","0","0","0","35","1","7991","0"
"184","184","060417","15:14:27","142934024","723727534","4.0.10.0","1","3","demographics","gender","0","0","0","0","0","0","female","1","7388","0"
"185","185","060417","20:14:36","35477679","525901279","4.0.10.0","1","2","demographics","age","0","0","0","0","0","0","52","1","3448","0"
"186","186","060417","20:14:36","35477679","525901279","4.0.10.0","1","3","demographics","gender","0","0","0","0","0","0","M","1","4949","0"
"187","187","060417","20:14:54","855189774","224946265","4.0.10.0","1","2","demographics","age","0","0","0","0","0","0","40","1","4451","0"
"188","188","060417","20:14:54","855189774","224946265","4.0.10.0","1","3","demographics","gender","0","0","0","0","0","0","female","1","4014","0"
"189","189","060417","20:13:44","166943715","692061908","4.0.10.0","1","2","demographics","age","0","0","0","0","0","0","35","1","5509","0"
"190","190","060417","20:13:44","166943715","692061908","4.0.10.0","1","3","demographics","gender","0","0","0","0","0","0","Female","1","7278","0"
"191","191","060417","20:14:29","740219603","210594139","4.0.10.0","1","2","demographics","age","0","0","0","0","0","0","52","1","3577","0"
"192","192","060417","20:14:29","740219603","210594139","4.0.10.0","1","3","demographics","gender","0","0","0","0","0","0","Male","1","4627","0"
"193","193","060417","20:08:59","625745889","988459104","4.0.10.0","1","2","demographics","age","0","0","0","0","0","0","31","1","4803","0"
"194","194","060417","20:08:59","625745889","988459104","4.0.10.0","1","3","demographics","gender","0","0","0","0","0","0","male","1","5366","0"
"195","195","060417","15:13:55","124280417","830086199","4.0.10.0","1","2","demographics","age","0","0","0","0","0","0","18","1","3072","0"
"196","196","060417","15:13:55","124280417","830086199","4.0.10.0","1","3","demographics","gender","0","0","0","0","0","0","Female","1","4983","0"
"197","197","060417","20:13:31","522832167","936709686","4.0.10.0","1","2","demographics","age","0","0","0","0","0","0","44","1","3256","0"
"198","198","060417","20:13:31","522832167","936709686","4.0.10.0","1","3","demographics","gender","0","0","0","0","0","0","Male","1","4430","0"
"199","199","060417","15:13:15","87790853","465932169","4.0.10.0","1","2","demographics","age","0","0","0","0","0","0","32","1","2600","0"
"200","200","060417","15:13:15","87790853","465932169","4.0.10.0","1","3","demographics","gender","0","0","0","0","0","0","male","1","7003","0"
"201","201","060417","14:13:13","690118983","67252295","4.0.10.0","1","2","demographics","age","0","0","0","0","0","0","33","1","3108","0"
"202","202","060417","14:13:13","690118983","67252295","4.0.10.0","1","3","demographics","gender","0","0","0","0","0","0","female","1","3980","0"
"203","203","060417","20:12:27","233334566","731323152","4.0.10.0","1","2","demographics","age","0","0","0","0","0","0","32","1","3418","0"
"204","204","060417","20:12:27","233334566","731323152","4.0.10.0","1","3","demographics","gender","0","0","0","0","0","0","female","1","4909","0"
"205","205","060417","20:13:32","88304016","479262982","4.0.10.0","1","2","demographics","age","0","0","0","0","0","0","38","1","3543","0"
"206","206","060417","20:13:32","88304016","479262982","4.0.10.0","1","3","demographics","gender","0","0","0","0","0","0","female","1","4927","0"
"207","207","060417","21:12:56","636772786","120598492","4.0.10.0","1","2","demographics","age","0","0","0","0","0","0","21","1","2343","0"
"208","208","060417","21:12:56","636772786","120598492","4.0.10.0","1","3","demographics","gender","0","0","0","0","0","0","Male","1","3367","0"
"209","209","060417","20:12:20","470359856","975540768","4.0.10.0","1","2","demographics","age","0","0","0","0","0","0","28","1","2741","0"
"210","210","060417","20:12:20","470359856","975540768","4.0.10.0","1","3","demographics","gender","0","0","0","0","0","0","male","1","2931","0"
"211","211","060417","20:12:20","632975772","881765166","4.0.10.0","1","2","demographics","age","0","0","0","0","0","0","33","1","2578","0"
"212","212","060417","20:12:20","632975772","881765166","4.0.10.0","1","3","demographics","gender","0","0","0","0","0","0","Male","1","4053","0"
"213","213","060417","15:11:54","847352554","201457349","4.0.10.0","1","2","demographics","age","0","0","0","0","0","0","55","1","4433","0"
"214","214","060417","15:11:54","847352554","201457349","4.0.10.0","1","3","demographics","gender","0","0","0","0","0","0","female","1","7171","0"
"215","215","060417","13:12:01","113617894","956506538","4.0.10.0","1","2","demographics","age","0","0","0","0","0","0","18","1","5635","0"
"216","216","060417","13:12:01","113617894","956506538","4.0.10.0","1","3","demographics","gender","0","0","0","0","0","0","male","1","4215","0"
"217","217","060417","15:11:52","97042880","470524118","4.0.10.0","1","2","demographics","age","0","0","0","0","0","0","54","1","3247","0"
"218","218","060417","15:11:52","97042880","470524118","4.0.10.0","1","3","demographics","gender","0","0","0","0","0","0","Female","1","2879","0"
"219","219","060417","20:11:53","855737391","193072512","4.0.10.0","1","2","demographics","age","0","0","0","0","0","0","38","1","2926","0"
"220","220","060417","20:11:53","855737391","193072512","4.0.10.0","1","3","demographics","gender","0","0","0","0","0","0","Male","1","3348","0"
