0.4209 	WARNING 	Movie2 stim could not be imported and won't be available
8.0900 	DATA 	Mouse: Left button down, pos=(642,242)
8.2059 	DATA 	Mouse: Left button up, pos=(643,242)
8.5510 	DATA 	Mouse: Left button down, pos=(645,147)
8.5520 	DATA 	RatingScale rating: (mouse response) rating=3
8.5520 	DATA 	RatingScale rating: rating RT=3.280
8.5520 	DATA 	RatingScale rating: history=[(None, 0.0), (3, 2.82), (3, 3.28)]
8.6571 	DATA 	Mouse: Left button up, pos=(645,147)
9.3405 	DATA 	Mouse: Left button down, pos=(641,246)
9.4564 	DATA 	Mouse: Left button up, pos=(641,246)
9.7412 	DATA 	Mouse: Left button down, pos=(652,152)
9.7484 	DATA 	RatingScale rating: (mouse response) rating=3
9.7484 	DATA 	RatingScale rating: rating RT=0.659
9.7485 	DATA 	RatingScale rating: history=[(None, 0.0), (3, 0.255), (3, 0.659)]
9.8402 	DATA 	Mouse: Left button up, pos=(652,152)
10.4768 	DATA 	Mouse: Left button down, pos=(644,243)
10.5978 	DATA 	Mouse: Left button up, pos=(644,243)
10.9018 	DATA 	Mouse: Left button down, pos=(658,147)
10.9026 	DATA 	RatingScale rating: (mouse response) rating=3
10.9026 	DATA 	RatingScale rating: rating RT=0.613
10.9027 	DATA 	RatingScale rating: history=[(None, 0.0), (3, 0.188), (3, 0.613)]
10.9730 	DATA 	Mouse: Left button up, pos=(658,147)
11.6751 	DATA 	Mouse: Left button down, pos=(640,250)
11.7743 	DATA 	Mouse: Left button up, pos=(640,250)
12.0515 	DATA 	Mouse: Left button down, pos=(652,155)
12.0521 	DATA 	RatingScale rating: (mouse response) rating=3
12.0521 	DATA 	RatingScale rating: rating RT=0.611
12.0521 	DATA 	RatingScale rating: history=[(None, 0.0), (3, 0.238), (3, 0.611)]
12.1745 	DATA 	Mouse: Left button up, pos=(652,155)
12.8274 	DATA 	Mouse: Left button down, pos=(644,239)
12.9315 	DATA 	Mouse: Left button up, pos=(644,239)
13.2517 	DATA 	Mouse: Left button down, pos=(657,162)
13.2522 	DATA 	RatingScale rating: (mouse response) rating=3
13.2522 	DATA 	RatingScale rating: rating RT=0.661
13.2522 	DATA 	RatingScale rating: history=[(None, 0.0), (3, 0.236), (3, 0.661)]
13.3206 	DATA 	Mouse: Left button up, pos=(657,162)
14.0254 	DATA 	Mouse: Left button down, pos=(643,249)
14.1151 	DATA 	Mouse: Left button up, pos=(643,249)
14.3917 	DATA 	Mouse: Left button down, pos=(657,151)
14.3981 	DATA 	RatingScale rating: (mouse response) rating=3
14.3981 	DATA 	RatingScale rating: rating RT=0.605
14.3982 	DATA 	RatingScale rating: history=[(None, 0.0), (3, 0.235), (3, 0.605)]
14.4917 	DATA 	Mouse: Left button up, pos=(657,151)
15.1089 	DATA 	Mouse: Left button down, pos=(644,241)
15.2253 	DATA 	Mouse: Left button up, pos=(644,241)
15.4767 	DATA 	Mouse: Left button down, pos=(661,160)
15.4899 	DATA 	RatingScale rating: (mouse response) rating=3
15.4900 	DATA 	RatingScale rating: rating RT=0.563
15.4900 	DATA 	RatingScale rating: history=[(None, 0.0), (3, 0.187), (3, 0.563)]
15.5579 	DATA 	Mouse: Left button up, pos=(661,160)
16.1975 	DATA 	Mouse: Left button down, pos=(644,239)
16.3029 	DATA 	Mouse: Left button up, pos=(644,239)
16.5924 	DATA 	Mouse: Left button down, pos=(664,152)
16.6042 	DATA 	RatingScale rating: (mouse response) rating=3
16.6043 	DATA 	RatingScale rating: rating RT=0.578
16.6043 	DATA 	RatingScale rating: history=[(None, 0.0), (3, 0.184), (3, 0.577)]
16.6784 	DATA 	Mouse: Left button up, pos=(664,152)
17.2486 	DATA 	Mouse: Left button down, pos=(643,238)
17.3772 	DATA 	Mouse: Left button up, pos=(643,238)
17.6328 	DATA 	Mouse: Left button down, pos=(664,163)
17.6335 	DATA 	RatingScale rating: (mouse response) rating=3
17.6335 	DATA 	RatingScale rating: rating RT=0.489
17.6336 	DATA 	RatingScale rating: history=[(None, 0.0), (3, 0.117), (3, 0.489)]
17.7606 	DATA 	Mouse: Left button up, pos=(664,163)
18.3474 	DATA 	Mouse: Left button down, pos=(644,244)
18.4604 	DATA 	Mouse: Left button up, pos=(644,244)
18.7281 	DATA 	Mouse: Left button down, pos=(664,131)
18.7405 	DATA 	RatingScale rating: (mouse response) rating=3
18.7406 	DATA 	RatingScale rating: rating RT=0.580
18.7406 	DATA 	RatingScale rating: history=[(None, 0.0), (3, 0.188), (3, 0.58)]
19.0111 	DATA 	Mouse: Left button up, pos=(664,131)
20.4481 	DATA 	Keypress: i
21.1956 	DATA 	Keypress: i
21.7618 	DATA 	Keypress: i
22.2465 	DATA 	Keypress: i
22.3261 	DATA 	Keypress: e
22.6338 	DATA 	Keypress: i
22.6449 	DATA 	Keypress: e
22.9944 	DATA 	Keypress: e
22.9953 	DATA 	Keypress: i
23.3112 	DATA 	Keypress: e
23.3458 	DATA 	Keypress: i
23.6450 	DATA 	Keypress: e
23.6618 	DATA 	Keypress: i
23.9628 	DATA 	Keypress: e
24.0446 	DATA 	Keypress: i
24.3620 	DATA 	Keypress: e
24.3841 	DATA 	Keypress: i
24.7129 	DATA 	Keypress: e
24.7291 	DATA 	Keypress: i
25.0622 	DATA 	Keypress: e
25.0637 	DATA 	Keypress: i
25.5142 	DATA 	Keypress: e
25.5197 	DATA 	Keypress: i
25.9140 	DATA 	Keypress: e
25.9158 	DATA 	Keypress: i
26.2804 	DATA 	Keypress: e
26.3135 	DATA 	Keypress: i
26.6460 	DATA 	Keypress: e
26.6625 	DATA 	Keypress: i
27.0139 	DATA 	Keypress: e
27.0365 	DATA 	Keypress: i
27.3968 	DATA 	Keypress: e
27.4583 	DATA 	Keypress: i
27.7472 	DATA 	Keypress: e
27.8061 	DATA 	Keypress: i
28.1141 	DATA 	Keypress: e
28.1156 	DATA 	Keypress: i
28.4702 	DATA 	Keypress: e
28.4804 	DATA 	Keypress: i
28.8304 	DATA 	Keypress: e
28.8432 	DATA 	Keypress: i
29.2138 	DATA 	Keypress: e
29.2705 	DATA 	Keypress: i
